stat_time_day,age,clicks,cpm,impressions,conversion_rate,cost_per_conversion,spend,cpc,conversion,ctr,shopping,shopping_sigla
2025-08-20 00:00:00,AGE_25_34,0,2.57,3822,0.0,0.0,9.81,0.0,0,0.0,Nacoes Shopping,NS
2025-08-20 00:00:00,AGE_35_44,0,2.31,2076,0.0,0.0,4.8,0.0,0,0.0,Nacoes Shopping,NS
2025-08-20 00:00:00,AGE_45_54,0,2.21,1523,0.0,0.0,3.37,0.0,0,0.0,Nacoes Shopping,NS
2025-08-20 00:00:00,AGE_55_100,0,2.2,1776,0.0,0.0,3.9,0.0,0,0.0,Nacoes Shopping,NS
2025-08-21 00:00:00,NONE,0,5.0,2,0.0,0.0,0.01,0.0,0,0.0,Nacoes Shopping,NS
2025-08-21 00:00:00,AGE_18_24,0,2.13,5532,0.0,0.0,11.81,0.0,0,0.0,Nacoes Shopping,NS
2025-08-21 00:00:00,AGE_25_34,0,2.45,3124,0.0,0.0,7.66,0.0,0,0.0,Nacoes Shopping,NS
2025-08-21 00:00:00,AGE_35_44,0,2.23,1783,0.0,0.0,3.98,0.0,0,0.0,Nacoes Shopping,NS
2025-08-21 00:00:00,AGE_45_54,0,2.07,1476,0.0,0.0,3.05,0.0,0,0.0,Nacoes Shopping,NS
2025-08-21 00:00:00,AGE_55_100,0,2.01,1942,0.0,0.0,3.9,0.0,0,0.0,Nacoes Shopping,NS
2025-08-22 00:00:00,NONE,0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-08-22 00:00:00,AGE_18_24,0,2.08,4853,0.0,0.0,10.11,0.0,0,0.0,Nacoes Shopping,NS
2025-08-22 00:00:00,AGE_25_34,0,2.46,2784,0.0,0.0,6.84,0.0,0,0.0,Nacoes Shopping,NS
2025-08-22 00:00:00,AGE_35_44,0,2.45,1614,0.0,0.0,3.96,0.0,0,0.0,Nacoes Shopping,NS
2025-08-22 00:00:00,AGE_45_54,0,2.27,1386,0.0,0.0,3.14,0.0,0,0.0,Nacoes Shopping,NS
2025-08-22 00:00:00,AGE_55_100,0,2.63,1864,0.0,0.0,4.91,0.0,0,0.0,Nacoes Shopping,NS
2025-08-23 00:00:00,NONE,0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-08-23 00:00:00,AGE_18_24,0,2.06,5253,0.0,0.0,10.8,0.0,0,0.0,Nacoes Shopping,NS
2025-08-23 00:00:00,AGE_25_34,0,2.35,2986,0.0,0.0,7.02,0.0,0,0.0,Nacoes Shopping,NS
2025-08-23 00:00:00,AGE_35_44,0,2.49,1686,0.0,0.0,4.2,0.0,0,0.0,Nacoes Shopping,NS
2025-08-23 00:00:00,AGE_45_54,0,2.36,1375,0.0,0.0,3.24,0.0,0,0.0,Nacoes Shopping,NS
2025-08-23 00:00:00,AGE_55_100,0,2.47,1657,0.0,0.0,4.09,0.0,0,0.0,Nacoes Shopping,NS
2025-08-24 00:00:00,NONE,0,2.5,4,0.0,0.0,0.01,0.0,0,0.0,Nacoes Shopping,NS
2025-08-24 00:00:00,AGE_18_24,0,1.96,5239,0.0,0.0,10.28,0.0,0,0.0,Nacoes Shopping,NS
2025-08-24 00:00:00,AGE_25_34,0,2.35,3203,0.0,0.0,7.54,0.0,0,0.0,Nacoes Shopping,NS
2025-08-24 00:00:00,AGE_35_44,0,2.26,1789,0.0,0.0,4.05,0.0,0,0.0,Nacoes Shopping,NS
2025-08-24 00:00:00,AGE_45_54,0,1.98,1350,0.0,0.0,2.67,0.0,0,0.0,Nacoes Shopping,NS
2025-08-24 00:00:00,AGE_55_100,0,1.99,1427,0.0,0.0,2.84,0.0,0,0.0,Nacoes Shopping,NS
2025-08-25 00:00:00,AGE_18_24,0,1.94,3494,0.0,0.0,6.78,0.0,0,0.0,Nacoes Shopping,NS
2025-08-25 00:00:00,AGE_25_34,0,2.44,2458,0.0,0.0,5.99,0.0,0,0.0,Nacoes Shopping,NS
2025-08-25 00:00:00,AGE_35_44,0,2.4,1435,0.0,0.0,3.45,0.0,0,0.0,Nacoes Shopping,NS
2025-08-25 00:00:00,AGE_45_54,0,2.64,1157,0.0,0.0,3.06,0.0,0,0.0,Nacoes Shopping,NS
2025-08-25 00:00:00,AGE_55_100,0,2.71,1294,0.0,0.0,3.51,0.0,0,0.0,Nacoes Shopping,NS
2025-08-26 00:00:00,NONE,0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-08-26 00:00:00,AGE_18_24,0,2.1,3384,0.0,0.0,7.12,0.0,0,0.0,Nacoes Shopping,NS
2025-08-26 00:00:00,AGE_25_34,0,2.55,2485,0.0,0.0,6.33,0.0,0,0.0,Nacoes Shopping,NS
2025-08-26 00:00:00,AGE_35_44,0,2.42,1353,0.0,0.0,3.28,0.0,0,0.0,Nacoes Shopping,NS
2025-08-26 00:00:00,AGE_45_54,0,2.19,1104,0.0,0.0,2.42,0.0,0,0.0,Nacoes Shopping,NS
2025-08-26 00:00:00,AGE_55_100,0,2.62,1313,0.0,0.0,3.44,0.0,0,0.0,Nacoes Shopping,NS
2025-08-27 00:00:00,AGE_18_24,0,2.31,3791,0.0,0.0,8.75,0.0,0,0.0,Nacoes Shopping,NS
2025-08-27 00:00:00,AGE_25_34,0,2.48,2755,0.0,0.0,6.82,0.0,0,0.0,Nacoes Shopping,NS
2025-08-27 00:00:00,AGE_35_44,0,2.38,1503,0.0,0.0,3.58,0.0,0,0.0,Nacoes Shopping,NS
2025-08-27 00:00:00,AGE_45_54,0,2.39,1119,0.0,0.0,2.68,0.0,0,0.0,Nacoes Shopping,NS
2025-08-27 00:00:00,AGE_55_100,0,2.74,1371,0.0,0.0,3.76,0.0,0,0.0,Nacoes Shopping,NS
2025-08-28 00:00:00,NONE,0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-08-28 00:00:00,AGE_18_24,0,2.11,4612,0.0,0.0,9.73,0.0,0,0.0,Nacoes Shopping,NS
2025-08-28 00:00:00,AGE_25_34,0,2.38,2427,0.0,0.0,5.77,0.0,0,0.0,Nacoes Shopping,NS
2025-08-28 00:00:00,AGE_35_44,0,2.42,1365,0.0,0.0,3.31,0.0,0,0.0,Nacoes Shopping,NS
2025-08-28 00:00:00,AGE_45_54,0,2.35,1279,0.0,0.0,3.01,0.0,0,0.0,Nacoes Shopping,NS
2025-08-28 00:00:00,AGE_55_100,0,2.2,1634,0.0,0.0,3.6,0.0,0,0.0,Nacoes Shopping,NS
2025-08-29 00:00:00,NONE,0,6.67,3,0.0,0.0,0.02,0.0,0,0.0,Nacoes Shopping,NS
2025-08-29 00:00:00,AGE_18_24,0,2.15,8914,0.0,0.0,19.13,0.0,0,0.0,Nacoes Shopping,NS
2025-08-29 00:00:00,AGE_25_34,0,2.4,4517,0.0,0.0,10.86,0.0,0,0.0,Nacoes Shopping,NS
2025-08-29 00:00:00,AGE_35_44,0,2.29,2589,0.0,0.0,5.92,0.0,0,0.0,Nacoes Shopping,NS
2025-08-29 00:00:00,AGE_45_54,0,2.17,2046,0.0,0.0,4.43,0.0,0,0.0,Nacoes Shopping,NS
2025-08-29 00:00:00,AGE_55_100,0,2.1,2749,0.0,0.0,5.76,0.0,0,0.0,Nacoes Shopping,NS
2025-08-30 00:00:00,NONE,0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-08-30 00:00:00,AGE_18_24,0,2.23,9907,0.0,0.0,22.11,0.0,0,0.0,Nacoes Shopping,NS
2025-08-30 00:00:00,AGE_25_34,0,2.38,5978,0.0,0.0,14.25,0.0,0,0.0,Nacoes Shopping,NS
2025-08-30 00:00:00,AGE_35_44,0,2.24,2980,0.0,0.0,6.68,0.0,0,0.0,Nacoes Shopping,NS
2025-08-30 00:00:00,AGE_45_54,0,2.25,2183,0.0,0.0,4.91,0.0,0,0.0,Nacoes Shopping,NS
2025-08-30 00:00:00,AGE_55_100,0,2.0,2642,0.0,0.0,5.29,0.0,0,0.0,Nacoes Shopping,NS
2025-08-31 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-08-31 00:00:00,AGE_18_24,0,2.11,7383,0.0,0.0,15.6,0.0,0,0.0,Nacoes Shopping,NS
2025-08-31 00:00:00,AGE_25_34,0,2.35,6065,0.0,0.0,14.24,0.0,0,0.0,Nacoes Shopping,NS
2025-08-31 00:00:00,AGE_35_44,0,2.2,2940,0.0,0.0,6.46,0.0,0,0.0,Nacoes Shopping,NS
2025-08-31 00:00:00,AGE_45_54,0,2.14,2161,0.0,0.0,4.63,0.0,0,0.0,Nacoes Shopping,NS
2025-08-31 00:00:00,AGE_55_100,0,2.11,2203,0.0,0.0,4.64,0.0,0,0.0,Nacoes Shopping,NS
2025-09-01 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-01 00:00:00,AGE_18_24,0,1.93,7609,0.0,0.0,14.71,0.0,0,0.0,Nacoes Shopping,NS
2025-09-01 00:00:00,AGE_25_34,0,2.14,6892,0.0,0.0,14.74,0.0,0,0.0,Nacoes Shopping,NS
2025-09-01 00:00:00,AGE_35_44,0,2.01,2744,0.0,0.0,5.51,0.0,0,0.0,Nacoes Shopping,NS
2025-09-01 00:00:00,AGE_45_54,0,1.86,1964,0.0,0.0,3.65,0.0,0,0.0,Nacoes Shopping,NS
2025-09-01 00:00:00,AGE_55_100,0,1.69,2018,0.0,0.0,3.42,0.0,0,0.0,Nacoes Shopping,NS
2025-09-02 00:00:00,NONE,0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-02 00:00:00,AGE_18_24,0,1.97,7189,0.0,0.0,14.17,0.0,0,0.0,Nacoes Shopping,NS
2025-09-02 00:00:00,AGE_25_34,0,2.2,6212,0.0,0.0,13.64,0.0,0,0.0,Nacoes Shopping,NS
2025-09-02 00:00:00,AGE_35_44,0,2.25,2698,0.0,0.0,6.07,0.0,0,0.0,Nacoes Shopping,NS
2025-09-02 00:00:00,AGE_45_54,0,2.2,1837,0.0,0.0,4.05,0.0,0,0.0,Nacoes Shopping,NS
2025-09-02 00:00:00,AGE_55_100,0,1.96,2064,0.0,0.0,4.05,0.0,0,0.0,Nacoes Shopping,NS
2025-09-03 00:00:00,NONE,0,2.86,7,0.0,0.0,0.02,0.0,0,0.0,Nacoes Shopping,NS
2025-09-03 00:00:00,AGE_18_24,0,2.22,6214,0.0,0.0,13.78,0.0,0,0.0,Nacoes Shopping,NS
2025-09-03 00:00:00,AGE_25_34,0,2.44,5802,0.0,0.0,14.16,0.0,0,0.0,Nacoes Shopping,NS
2025-09-03 00:00:00,AGE_35_44,0,2.32,2733,0.0,0.0,6.35,0.0,0,0.0,Nacoes Shopping,NS
2025-09-03 00:00:00,AGE_45_54,0,2.32,1855,0.0,0.0,4.31,0.0,0,0.0,Nacoes Shopping,NS
2025-09-03 00:00:00,AGE_55_100,0,2.01,1864,0.0,0.0,3.75,0.0,0,0.0,Nacoes Shopping,NS
2025-09-04 00:00:00,NONE,0,20.0,1,0.0,0.0,0.02,0.0,0,0.0,Nacoes Shopping,NS
2025-09-04 00:00:00,AGE_18_24,0,2.45,5957,0.0,0.0,14.59,0.0,0,0.0,Nacoes Shopping,NS
2025-09-04 00:00:00,AGE_25_34,0,2.66,5182,0.0,0.0,13.81,0.0,0,0.0,Nacoes Shopping,NS
2025-09-04 00:00:00,AGE_35_44,0,2.63,2590,0.0,0.0,6.81,0.0,0,0.0,Nacoes Shopping,NS
2025-09-04 00:00:00,AGE_45_54,0,2.22,1763,0.0,0.0,3.91,0.0,0,0.0,Nacoes Shopping,NS
2025-09-04 00:00:00,AGE_55_100,0,2.07,1928,0.0,0.0,3.99,0.0,0,0.0,Nacoes Shopping,NS
2025-09-05 00:00:00,NONE,0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-05 00:00:00,AGE_18_24,0,2.15,7690,0.0,0.0,16.57,0.0,0,0.0,Nacoes Shopping,NS
2025-09-05 00:00:00,AGE_25_34,0,2.42,5244,0.0,0.0,12.69,0.0,0,0.0,Nacoes Shopping,NS
2025-09-05 00:00:00,AGE_35_44,0,2.33,2772,0.0,0.0,6.47,0.0,0,0.0,Nacoes Shopping,NS
2025-09-05 00:00:00,AGE_45_54,0,2.15,2121,0.0,0.0,4.56,0.0,0,0.0,Nacoes Shopping,NS
2025-09-05 00:00:00,AGE_55_100,0,1.87,2402,0.0,0.0,4.5,0.0,0,0.0,Nacoes Shopping,NS
2025-09-06 00:00:00,NONE,0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-06 00:00:00,AGE_18_24,0,2.09,7499,0.0,0.0,15.67,0.0,0,0.0,Nacoes Shopping,NS
2025-09-06 00:00:00,AGE_25_34,0,2.36,5252,0.0,0.0,12.38,0.0,0,0.0,Nacoes Shopping,NS
2025-09-06 00:00:00,AGE_35_44,0,2.15,2586,0.0,0.0,5.55,0.0,0,0.0,Nacoes Shopping,NS
2025-09-06 00:00:00,AGE_45_54,0,2.15,1886,0.0,0.0,4.06,0.0,0,0.0,Nacoes Shopping,NS
2025-09-06 00:00:00,AGE_55_100,0,2.05,2096,0.0,0.0,4.3,0.0,0,0.0,Nacoes Shopping,NS
2025-09-07 00:00:00,NONE,0,6.0,5,0.0,0.0,0.03,0.0,0,0.0,Nacoes Shopping,NS
2025-09-07 00:00:00,AGE_18_24,0,2.04,6910,0.0,0.0,14.07,0.0,0,0.0,Nacoes Shopping,NS
2025-09-07 00:00:00,AGE_25_34,0,2.34,5149,0.0,0.0,12.04,0.0,0,0.0,Nacoes Shopping,NS
2025-09-07 00:00:00,AGE_35_44,0,2.53,2720,0.0,0.0,6.87,0.0,0,0.0,Nacoes Shopping,NS
2025-09-07 00:00:00,AGE_45_54,0,2.36,2005,0.0,0.0,4.73,0.0,0,0.0,Nacoes Shopping,NS
2025-09-07 00:00:00,AGE_55_100,0,2.04,2092,0.0,0.0,4.26,0.0,0,0.0,Nacoes Shopping,NS
2025-09-08 00:00:00,NONE,0,2.86,7,0.0,0.0,0.02,0.0,0,0.0,Nacoes Shopping,NS
2025-09-08 00:00:00,AGE_18_24,0,2.18,6782,0.0,0.0,14.77,0.0,0,0.0,Nacoes Shopping,NS
2025-09-08 00:00:00,AGE_25_34,0,2.43,5495,0.0,0.0,13.35,0.0,0,0.0,Nacoes Shopping,NS
2025-09-08 00:00:00,AGE_35_44,0,2.26,2523,0.0,0.0,5.7,0.0,0,0.0,Nacoes Shopping,NS
2025-09-08 00:00:00,AGE_45_54,0,2.04,1748,0.0,0.0,3.56,0.0,0,0.0,Nacoes Shopping,NS
2025-09-08 00:00:00,AGE_55_100,0,2.12,1643,0.0,0.0,3.49,0.0,0,0.0,Nacoes Shopping,NS
2025-09-09 00:00:00,NONE,0,3.33,3,0.0,0.0,0.01,0.0,0,0.0,Nacoes Shopping,NS
2025-09-09 00:00:00,AGE_18_24,0,2.36,10312,0.0,0.0,24.36,0.0,0,0.0,Nacoes Shopping,NS
2025-09-09 00:00:00,AGE_25_34,0,2.51,7455,0.0,0.0,18.71,0.0,0,0.0,Nacoes Shopping,NS
2025-09-09 00:00:00,AGE_35_44,0,2.22,3468,0.0,0.0,7.71,0.0,0,0.0,Nacoes Shopping,NS
2025-09-09 00:00:00,AGE_45_54,0,1.88,2383,0.0,0.0,4.47,0.0,0,0.0,Nacoes Shopping,NS
2025-09-09 00:00:00,AGE_55_100,0,2.01,706,0.0,0.0,1.42,0.0,0,0.0,Nacoes Shopping,NS
2025-09-10 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-10 00:00:00,AGE_18_24,0,2.53,13219,0.0,0.0,33.39,0.0,0,0.0,Nacoes Shopping,NS
2025-09-10 00:00:00,AGE_25_34,0,2.79,9727,0.0,0.0,27.1,0.0,0,0.0,Nacoes Shopping,NS
2025-09-10 00:00:00,AGE_35_44,0,2.44,4424,0.0,0.0,10.78,0.0,0,0.0,Nacoes Shopping,NS
2025-09-10 00:00:00,AGE_45_54,0,1.9,2875,0.0,0.0,5.45,0.0,0,0.0,Nacoes Shopping,NS
2025-09-10 00:00:00,AGE_55_100,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-11 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-11 00:00:00,AGE_18_24,0,2.68,12306,0.0,0.0,32.95,0.0,0,0.0,Nacoes Shopping,NS
2025-09-11 00:00:00,AGE_25_34,0,2.91,9465,0.0,0.0,27.54,0.0,0,0.0,Nacoes Shopping,NS
2025-09-11 00:00:00,AGE_35_44,0,2.54,4297,0.0,0.0,10.9,0.0,0,0.0,Nacoes Shopping,NS
2025-09-11 00:00:00,AGE_45_54,0,2.16,2795,0.0,0.0,6.05,0.0,0,0.0,Nacoes Shopping,NS
2025-09-12 00:00:00,NONE,0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-12 00:00:00,AGE_18_24,0,2.8,11268,0.0,0.0,31.5,0.0,0,0.0,Nacoes Shopping,NS
2025-09-12 00:00:00,AGE_25_34,0,3.01,9198,0.0,0.0,27.72,0.0,0,0.0,Nacoes Shopping,NS
2025-09-12 00:00:00,AGE_35_44,0,2.65,4194,0.0,0.0,11.11,0.0,0,0.0,Nacoes Shopping,NS
2025-09-12 00:00:00,AGE_45_54,0,2.16,2699,0.0,0.0,5.84,0.0,0,0.0,Nacoes Shopping,NS
2025-09-13 00:00:00,NONE,0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-13 00:00:00,AGE_18_24,0,2.91,4147,0.0,0.0,12.07,0.0,0,0.0,Nacoes Shopping,NS
2025-09-13 00:00:00,AGE_25_34,0,3.02,3609,0.0,0.0,10.91,0.0,0,0.0,Nacoes Shopping,NS
2025-09-13 00:00:00,AGE_35_44,0,2.9,1567,0.0,0.0,4.54,0.0,0,0.0,Nacoes Shopping,NS
2025-09-13 00:00:00,AGE_45_54,0,2.79,951,0.0,0.0,2.65,0.0,0,0.0,Nacoes Shopping,NS
2025-09-14 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-14 00:00:00,AGE_18_24,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-14 00:00:00,AGE_25_34,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-14 00:00:00,AGE_35_44,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-14 00:00:00,AGE_45_54,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-15 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-15 00:00:00,AGE_25_34,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-16 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-17 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-18 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-26 00:00:00,AGE_18_24,0,2.19,3799,0.0,0.0,8.32,0.0,0,0.0,Nacoes Shopping,NS
2025-09-26 00:00:00,AGE_25_34,0,2.57,1801,0.0,0.0,4.63,0.0,0,0.0,Nacoes Shopping,NS
2025-09-26 00:00:00,AGE_35_44,0,2.6,895,0.0,0.0,2.33,0.0,0,0.0,Nacoes Shopping,NS
2025-09-26 00:00:00,AGE_45_54,0,2.33,905,0.0,0.0,2.11,0.0,0,0.0,Nacoes Shopping,NS
2025-09-26 00:00:00,AGE_55_100,0,1.97,1399,0.0,0.0,2.76,0.0,0,0.0,Nacoes Shopping,NS
2025-09-27 00:00:00,NONE,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-27 00:00:00,AGE_18_24,0,2.43,7224,0.0,0.0,17.58,0.0,0,0.0,Nacoes Shopping,NS
2025-09-27 00:00:00,AGE_25_34,0,2.61,4257,0.0,0.0,11.11,0.0,0,0.0,Nacoes Shopping,NS
2025-09-27 00:00:00,AGE_35_44,0,2.59,2110,0.0,0.0,5.47,0.0,0,0.0,Nacoes Shopping,NS
2025-09-27 00:00:00,AGE_45_54,0,2.14,1730,0.0,0.0,3.71,0.0,0,0.0,Nacoes Shopping,NS
2025-09-27 00:00:00,AGE_55_100,0,2.06,2146,0.0,0.0,4.42,0.0,0,0.0,Nacoes Shopping,NS
2025-09-28 00:00:00,AGE_18_24,0,2.33,7142,0.0,0.0,16.63,0.0,0,0.0,Nacoes Shopping,NS
2025-09-28 00:00:00,AGE_25_34,0,2.62,5002,0.0,0.0,13.09,0.0,0,0.0,Nacoes Shopping,NS
2025-09-28 00:00:00,AGE_35_44,0,2.36,2341,0.0,0.0,5.53,0.0,0,0.0,Nacoes Shopping,NS
2025-09-28 00:00:00,AGE_45_54,0,2.05,1948,0.0,0.0,4.0,0.0,0,0.0,Nacoes Shopping,NS
2025-09-28 00:00:00,AGE_55_100,0,1.91,1848,0.0,0.0,3.53,0.0,0,0.0,Nacoes Shopping,NS
2025-09-29 00:00:00,AGE_18_24,0,2.46,6563,0.0,0.0,16.16,0.0,0,0.0,Nacoes Shopping,NS
2025-09-29 00:00:00,AGE_25_34,0,2.68,4493,0.0,0.0,12.05,0.0,0,0.0,Nacoes Shopping,NS
2025-09-29 00:00:00,AGE_35_44,0,2.62,2246,0.0,0.0,5.89,0.0,0,0.0,Nacoes Shopping,NS
2025-09-29 00:00:00,AGE_45_54,0,2.43,1812,0.0,0.0,4.41,0.0,0,0.0,Nacoes Shopping,NS
2025-09-29 00:00:00,AGE_55_100,0,2.03,1988,0.0,0.0,4.03,0.0,0,0.0,Nacoes Shopping,NS
2025-09-30 00:00:00,NONE,0,0.0,0,0.0,0.0,0.01,0.0,0,0.0,Nacoes Shopping,NS
2025-09-30 00:00:00,AGE_18_24,0,2.46,6458,0.0,0.0,15.91,0.0,0,0.0,Nacoes Shopping,NS
2025-09-30 00:00:00,AGE_25_34,0,2.68,4344,0.0,0.0,11.63,0.0,0,0.0,Nacoes Shopping,NS
2025-09-30 00:00:00,AGE_35_44,0,2.56,2074,0.0,0.0,5.31,0.0,0,0.0,Nacoes Shopping,NS
2025-09-30 00:00:00,AGE_45_54,0,2.56,1735,0.0,0.0,4.45,0.0,0,0.0,Nacoes Shopping,NS
2025-09-30 00:00:00,AGE_55_100,0,2.15,1973,0.0,0.0,4.25,0.0,0,0.0,Nacoes Shopping,NS
2025-10-01 00:00:00,NONE,0,10.0,1,0.0,0.0,0.01,0.0,0,0.0,Nacoes Shopping,NS
2025-10-01 00:00:00,AGE_18_24,0,2.03,7096,0.0,0.0,14.44,0.0,0,0.0,Nacoes Shopping,NS
2025-10-01 00:00:00,AGE_25_34,0,2.3,5860,0.0,0.0,13.46,0.0,0,0.0,Nacoes Shopping,NS
2025-10-01 00:00:00,AGE_35_44,0,2.24,2718,0.0,0.0,6.08,0.0,0,0.0,Nacoes Shopping,NS
2025-10-01 00:00:00,AGE_45_54,0,1.91,1807,0.0,0.0,3.45,0.0,0,0.0,Nacoes Shopping,NS
2025-10-01 00:00:00,AGE_55_100,0,1.68,1639,0.0,0.0,2.75,0.0,0,0.0,Nacoes Shopping,NS
2025-10-02 00:00:00,NONE,0,5.0,2,0.0,0.0,0.01,0.0,0,0.0,Nacoes Shopping,NS
2025-10-02 00:00:00,AGE_18_24,0,2.16,6490,0.0,0.0,13.99,0.0,0,0.0,Nacoes Shopping,NS
2025-10-02 00:00:00,AGE_25_34,0,2.4,5722,0.0,0.0,13.75,0.0,0,0.0,Nacoes Shopping,NS
2025-10-02 00:00:00,AGE_35_44,0,2.25,2674,0.0,0.0,6.01,0.0,0,0.0,Nacoes Shopping,NS
2025-10-02 00:00:00,AGE_45_54,0,1.93,1899,0.0,0.0,3.66,0.0,0,0.0,Nacoes Shopping,NS
2025-10-02 00:00:00,AGE_55_100,0,1.75,1899,0.0,0.0,3.33,0.0,0,0.0,Nacoes Shopping,NS
2025-10-03 00:00:00,NONE,0,0.0,5,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
2025-10-03 00:00:00,AGE_18_24,0,2.12,7033,0.0,0.0,14.94,0.0,0,0.0,Nacoes Shopping,NS
2025-10-03 00:00:00,AGE_25_34,0,2.18,5388,0.0,0.0,11.74,0.0,0,0.0,Nacoes Shopping,NS
2025-10-03 00:00:00,AGE_35_44,0,2.32,2505,0.0,0.0,5.8,0.0,0,0.0,Nacoes Shopping,NS
2025-10-03 00:00:00,AGE_45_54,0,1.95,2086,0.0,0.0,4.06,0.0,0,0.0,Nacoes Shopping,NS
2025-10-03 00:00:00,AGE_55_100,0,1.85,2323,0.0,0.0,4.29,0.0,0,0.0,Nacoes Shopping,NS
2025-10-04 00:00:00,NONE,0,10.0,2,0.0,0.0,0.02,0.0,0,0.0,Nacoes Shopping,NS
2025-10-04 00:00:00,AGE_18_24,0,1.92,7351,0.0,0.0,14.1,0.0,0,0.0,Nacoes Shopping,NS
2025-10-04 00:00:00,AGE_25_34,0,2.15,5230,0.0,0.0,11.26,0.0,0,0.0,Nacoes Shopping,NS
2025-10-04 00:00:00,AGE_35_44,0,2.08,2452,0.0,0.0,5.11,0.0,0,0.0,Nacoes Shopping,NS
2025-10-04 00:00:00,AGE_45_54,0,1.86,2039,0.0,0.0,3.8,0.0,0,0.0,Nacoes Shopping,NS
2025-10-04 00:00:00,AGE_55_100,0,1.84,2268,0.0,0.0,4.18,0.0,0,0.0,Nacoes Shopping,NS
2025-10-05 00:00:00,NONE,0,2.0,5,0.0,0.0,0.01,0.0,0,0.0,Nacoes Shopping,NS
2025-10-05 00:00:00,AGE_18_24,0,1.95,7317,0.0,0.0,14.27,0.0,0,0.0,Nacoes Shopping,NS
2025-10-05 00:00:00,AGE_25_34,0,2.08,5452,0.0,0.0,11.33,0.0,0,0.0,Nacoes Shopping,NS
2025-10-05 00:00:00,AGE_35_44,0,1.89,2599,0.0,0.0,4.91,0.0,0,0.0,Nacoes Shopping,NS
2025-10-05 00:00:00,AGE_45_54,0,1.83,2022,0.0,0.0,3.7,0.0,0,0.0,Nacoes Shopping,NS
2025-10-05 00:00:00,AGE_55_100,0,1.79,1842,0.0,0.0,3.29,0.0,0,0.0,Nacoes Shopping,NS
2025-10-06 00:00:00,NONE,0,5.0,2,0.0,0.0,0.01,0.0,0,0.0,Nacoes Shopping,NS
2025-10-06 00:00:00,AGE_18_24,0,2.16,6614,0.0,0.0,14.31,0.0,0,0.0,Nacoes Shopping,NS
2025-10-06 00:00:00,AGE_25_34,0,2.23,5205,0.0,0.0,11.62,0.0,0,0.0,Nacoes Shopping,NS
2025-10-06 00:00:00,AGE_35_44,0,2.0,2436,0.0,0.0,4.88,0.0,0,0.0,Nacoes Shopping,NS
2025-10-06 00:00:00,AGE_45_54,0,1.84,1855,0.0,0.0,3.41,0.0,0,0.0,Nacoes Shopping,NS
2025-10-06 00:00:00,AGE_55_100,0,1.74,1814,0.0,0.0,3.16,0.0,0,0.0,Nacoes Shopping,NS
2025-10-07 00:00:00,NONE,0,10.0,2,0.0,0.0,0.02,0.0,0,0.0,Nacoes Shopping,NS
