stat_time_day,platform,clicks,conversion_rate,impressions,cpc,cost_per_conversion,spend,cpm,ctr,conversion,shopping,shopping_sigla
2025-12-23 00:00:00,IPAD,0,0.0,21,0.0,0.0,0.04,1.9,0.0,0,Nacoes Shopping,NS
2025-12-24 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2025-12-24 00:00:00,ANDROID,863,0.0,22961,0.07,0.0,62.18,2.71,3.76,0,Nacoes Shopping,NS
2025-12-24 00:00:00,IPHONE,3,0.0,7458,5.9,0.0,17.7,2.37,0.04,0,Nacoes Shopping,NS
2025-12-24 00:00:00,IPAD,0,0.0,21,0.0,0.0,0.07,3.33,0.0,0,Nacoes Shopping,NS
2025-12-25 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.03,0.0,0.0,0,Nacoes Shopping,NS
2025-12-25 00:00:00,ANDROID,1050,0.0,22471,0.06,0.0,61.91,2.76,4.67,0,Nacoes Shopping,NS
2025-12-25 00:00:00,IPHONE,12,0.0,8113,1.42,0.0,17.02,2.1,0.15,0,Nacoes Shopping,NS
2025-12-25 00:00:00,IPAD,0,0.0,16,0.0,0.0,0.03,1.88,0.0,0,Nacoes Shopping,NS
2025-12-26 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2025-12-26 00:00:00,ANDROID,996,0.0,22274,0.06,0.0,57.32,2.57,4.47,0,Nacoes Shopping,NS
2025-12-26 00:00:00,IPHONE,12,0.0,8447,1.46,0.0,17.49,2.07,0.14,0,Nacoes Shopping,NS
2025-12-26 00:00:00,IPAD,0,0.0,9,0.0,0.0,0.01,1.11,0.0,0,Nacoes Shopping,NS
2025-12-27 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.03,0.0,0.0,0,Nacoes Shopping,NS
2025-12-27 00:00:00,ANDROID,1412,0.0,25447,0.05,0.0,67.68,2.66,5.55,0,Nacoes Shopping,NS
2025-12-27 00:00:00,IPHONE,19,0.0,8100,0.93,0.0,17.73,2.19,0.23,0,Nacoes Shopping,NS
2025-12-27 00:00:00,IPAD,0,0.0,26,0.0,0.0,0.08,3.08,0.0,0,Nacoes Shopping,NS
2025-12-28 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.05,0.0,0.0,0,Nacoes Shopping,NS
2025-12-28 00:00:00,ANDROID,1521,0.0,24775,0.04,0.0,67.78,2.74,6.14,0,Nacoes Shopping,NS
2025-12-28 00:00:00,IPHONE,6,0.0,7300,2.53,0.0,15.19,2.08,0.08,0,Nacoes Shopping,NS
2025-12-28 00:00:00,IPAD,0,0.0,23,0.0,0.0,0.07,3.04,0.0,0,Nacoes Shopping,NS
2025-12-29 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2025-12-29 00:00:00,ANDROID,1573,0.0,25298,0.04,0.0,62.91,2.49,6.22,0,Nacoes Shopping,NS
2025-12-29 00:00:00,IPHONE,6,0.0,8247,2.73,0.0,16.39,1.99,0.07,0,Nacoes Shopping,NS
2025-12-29 00:00:00,IPAD,0,0.0,31,0.0,0.0,0.07,2.26,0.0,0,Nacoes Shopping,NS
2025-12-30 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2025-12-30 00:00:00,ANDROID,1632,0.0,22534,0.04,0.0,59.32,2.63,7.24,0,Nacoes Shopping,NS
2025-12-30 00:00:00,IPHONE,2,0.0,6871,7.15,0.0,14.29,2.08,0.03,0,Nacoes Shopping,NS
2025-12-30 00:00:00,IPAD,0,0.0,16,0.0,0.0,0.02,1.25,0.0,0,Nacoes Shopping,NS
2025-12-31 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2025-12-31 00:00:00,ANDROID,1091,0.0,16153,0.04,0.0,39.31,2.43,6.75,0,Nacoes Shopping,NS
2025-12-31 00:00:00,IPHONE,3,0.0,5491,3.63,0.0,10.88,1.98,0.05,0,Nacoes Shopping,NS
2025-12-31 00:00:00,IPAD,0,0.0,10,0.0,0.0,0.06,6.0,0.0,0,Nacoes Shopping,NS
2026-01-01 00:00:00,ANDROID,4,0.0,42,0.0,0.0,0.0,0.0,9.52,0,Nacoes Shopping,NS
2026-01-01 00:00:00,IPHONE,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-02 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-02 00:00:00,ANDROID,2,0.0,5,0.0,0.0,0.0,0.0,40.0,0,Nacoes Shopping,NS
2026-01-03 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-03 00:00:00,ANDROID,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-04 00:00:00,ANDROID,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-05 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-05 00:00:00,ANDROID,1,0.0,8,0.0,0.0,0.0,0.0,12.5,0,Nacoes Shopping,NS
2026-01-06 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,ANDROID,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-08 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-09 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-10 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-11 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-12 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-13 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-14 00:00:00,ANDROID,0,0.0,4674,0.0,0.0,6.17,1.32,0.0,0,Nacoes Shopping,NS
2026-01-14 00:00:00,IPHONE,0,0.0,4733,0.0,0.0,5.8,1.23,0.0,0,Nacoes Shopping,NS
2026-01-14 00:00:00,IPAD,0,0.0,6,0.0,0.0,0.01,1.67,0.0,0,Nacoes Shopping,NS
2026-01-15 00:00:00,ANDROID,0,0.0,11922,0.0,0.0,18.24,1.53,0.0,0,Nacoes Shopping,NS
2026-01-15 00:00:00,IPHONE,0,0.0,9556,0.0,0.0,16.4,1.72,0.0,0,Nacoes Shopping,NS
2026-01-15 00:00:00,IPAD,0,0.0,16,0.0,0.0,0.01,0.63,0.0,0,Nacoes Shopping,NS
2026-01-16 00:00:00,ANDROID,0,0.0,11472,0.0,0.0,19.97,1.74,0.0,0,Nacoes Shopping,NS
2026-01-16 00:00:00,IPHONE,0,0.0,8908,0.0,0.0,13.68,1.54,0.0,0,Nacoes Shopping,NS
2026-01-16 00:00:00,IPAD,0,0.0,7,0.0,0.0,0.01,1.43,0.0,0,Nacoes Shopping,NS
2026-01-17 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-01-17 00:00:00,ANDROID,0,0.0,11696,0.0,0.0,20.1,1.72,0.0,0,Nacoes Shopping,NS
2026-01-17 00:00:00,IPHONE,0,0.0,8843,0.0,0.0,13.64,1.54,0.0,0,Nacoes Shopping,NS
2026-01-17 00:00:00,IPAD,0,0.0,13,0.0,0.0,0.05,3.85,0.0,0,Nacoes Shopping,NS
2026-01-18 00:00:00,ANDROID,0,0.0,11042,0.0,0.0,18.32,1.66,0.0,0,Nacoes Shopping,NS
2026-01-18 00:00:00,IPHONE,0,0.0,9206,0.0,0.0,15.11,1.64,0.0,0,Nacoes Shopping,NS
2026-01-18 00:00:00,IPAD,0,0.0,17,0.0,0.0,0.03,1.76,0.0,0,Nacoes Shopping,NS
2026-01-19 00:00:00,ANDROID,0,0.0,8921,0.0,0.0,16.14,1.81,0.0,0,Nacoes Shopping,NS
2026-01-19 00:00:00,IPHONE,0,0.0,8355,0.0,0.0,15.28,1.83,0.0,0,Nacoes Shopping,NS
2026-01-19 00:00:00,IPAD,0,0.0,24,0.0,0.0,0.05,2.08,0.0,0,Nacoes Shopping,NS
2026-01-20 00:00:00,ANDROID,0,0.0,7775,0.0,0.0,15.56,2.0,0.0,0,Nacoes Shopping,NS
2026-01-20 00:00:00,IPHONE,0,0.0,7348,0.0,0.0,14.95,2.03,0.0,0,Nacoes Shopping,NS
2026-01-20 00:00:00,IPAD,0,0.0,17,0.0,0.0,0.08,4.71,0.0,0,Nacoes Shopping,NS
2026-01-21 00:00:00,ANDROID,0,0.0,9877,0.0,0.0,18.6,1.88,0.0,0,Nacoes Shopping,NS
2026-01-21 00:00:00,IPHONE,0,0.0,9151,0.0,0.0,15.12,1.65,0.0,0,Nacoes Shopping,NS
2026-01-21 00:00:00,IPAD,0,0.0,10,0.0,0.0,0.02,2.0,0.0,0,Nacoes Shopping,NS
2026-01-22 00:00:00,ANDROID,0,0.0,10560,0.0,0.0,17.28,1.64,0.0,0,Nacoes Shopping,NS
2026-01-22 00:00:00,IPHONE,0,0.0,9024,0.0,0.0,14.19,1.57,0.0,0,Nacoes Shopping,NS
2026-01-22 00:00:00,IPAD,0,0.0,9,0.0,0.0,0.02,2.22,0.0,0,Nacoes Shopping,NS
2026-01-23 00:00:00,ANDROID,0,0.0,9853,0.0,0.0,16.7,1.69,0.0,0,Nacoes Shopping,NS
2026-01-23 00:00:00,IPHONE,0,0.0,8407,0.0,0.0,13.69,1.63,0.0,0,Nacoes Shopping,NS
2026-01-23 00:00:00,IPAD,0,0.0,14,0.0,0.0,0.01,0.71,0.0,0,Nacoes Shopping,NS
2026-01-24 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-01-24 00:00:00,ANDROID,0,0.0,9865,0.0,0.0,17.43,1.77,0.0,0,Nacoes Shopping,NS
2026-01-24 00:00:00,IPHONE,0,0.0,7857,0.0,0.0,13.32,1.7,0.0,0,Nacoes Shopping,NS
2026-01-24 00:00:00,IPAD,0,0.0,9,0.0,0.0,0.02,2.22,0.0,0,Nacoes Shopping,NS
2026-01-25 00:00:00,ANDROID,0,0.0,10179,0.0,0.0,16.27,1.6,0.0,0,Nacoes Shopping,NS
2026-01-25 00:00:00,IPHONE,0,0.0,8053,0.0,0.0,12.45,1.55,0.0,0,Nacoes Shopping,NS
2026-01-25 00:00:00,IPAD,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-26 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-01-26 00:00:00,ANDROID,0,0.0,8398,0.0,0.0,15.88,1.89,0.0,0,Nacoes Shopping,NS
2026-01-26 00:00:00,IPHONE,0,0.0,6280,0.0,0.0,12.57,2.0,0.0,0,Nacoes Shopping,NS
2026-01-26 00:00:00,IPAD,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-27 00:00:00,ANDROID,0,0.0,7722,0.0,0.0,13.76,1.78,0.0,0,Nacoes Shopping,NS
2026-01-27 00:00:00,IPHONE,0,0.0,7141,0.0,0.0,12.65,1.77,0.0,0,Nacoes Shopping,NS
2026-01-27 00:00:00,IPAD,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-28 00:00:00,ANDROID,0,0.0,10218,0.0,0.0,15.22,1.49,0.0,0,Nacoes Shopping,NS
2026-01-28 00:00:00,IPHONE,0,0.0,9250,0.0,0.0,14.92,1.61,0.0,0,Nacoes Shopping,NS
2026-01-28 00:00:00,IPAD,0,0.0,15,0.0,0.0,0.04,2.67,0.0,0,Nacoes Shopping,NS
2026-01-29 00:00:00,ANDROID,0,0.0,17441,0.0,0.0,28.6,1.64,0.0,0,Nacoes Shopping,NS
2026-01-29 00:00:00,IPHONE,0,0.0,14003,0.0,0.0,23.38,1.67,0.0,0,Nacoes Shopping,NS
2026-01-29 00:00:00,IPAD,0,0.0,36,0.0,0.0,0.09,2.5,0.0,0,Nacoes Shopping,NS
2026-01-30 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.03,0.0,0.0,0,Nacoes Shopping,NS
2026-01-30 00:00:00,ANDROID,0,0.0,31409,0.0,0.0,56.91,1.81,0.0,0,Nacoes Shopping,NS
2026-01-30 00:00:00,IPHONE,0,0.0,20922,0.0,0.0,40.21,1.92,0.0,0,Nacoes Shopping,NS
2026-01-30 00:00:00,IPAD,0,0.0,49,0.0,0.0,0.13,2.65,0.0,0,Nacoes Shopping,NS
2026-01-31 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-01-31 00:00:00,ANDROID,0,0.0,28718,0.0,0.0,54.7,1.9,0.0,0,Nacoes Shopping,NS
2026-01-31 00:00:00,IPHONE,0,0.0,19005,0.0,0.0,37.22,1.96,0.0,0,Nacoes Shopping,NS
2026-01-31 00:00:00,IPAD,0,0.0,46,0.0,0.0,0.1,2.17,0.0,0,Nacoes Shopping,NS
2026-02-01 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-02-01 00:00:00,ANDROID,0,0.0,29436,0.0,0.0,48.82,1.66,0.0,0,Nacoes Shopping,NS
2026-02-01 00:00:00,IPHONE,0,0.0,20713,0.0,0.0,35.87,1.73,0.0,0,Nacoes Shopping,NS
2026-02-01 00:00:00,IPAD,0,0.0,46,0.0,0.0,0.1,2.17,0.0,0,Nacoes Shopping,NS
2026-02-02 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-02-02 00:00:00,ANDROID,0,0.0,23231,0.0,0.0,40.78,1.76,0.0,0,Nacoes Shopping,NS
2026-02-02 00:00:00,IPHONE,0,0.0,21951,0.0,0.0,41.64,1.9,0.0,0,Nacoes Shopping,NS
2026-02-02 00:00:00,IPAD,0,0.0,72,0.0,0.0,0.11,1.53,0.0,0,Nacoes Shopping,NS
2026-02-03 00:00:00,ANDROID,0,0.0,19553,0.0,0.0,37.97,1.94,0.0,0,Nacoes Shopping,NS
2026-02-03 00:00:00,IPHONE,0,0.0,21042,0.0,0.0,43.95,2.09,0.0,0,Nacoes Shopping,NS
2026-02-03 00:00:00,IPAD,0,0.0,54,0.0,0.0,0.11,2.04,0.0,0,Nacoes Shopping,NS
2026-02-04 00:00:00,ANDROID,0,0.0,23513,0.0,0.0,48.22,2.05,0.0,0,Nacoes Shopping,NS
2026-02-04 00:00:00,IPHONE,0,0.0,15770,0.0,0.0,33.38,2.12,0.0,0,Nacoes Shopping,NS
2026-02-04 00:00:00,IPAD,0,0.0,52,0.0,0.0,0.09,1.73,0.0,0,Nacoes Shopping,NS
2026-02-05 00:00:00,ANDROID,0,0.0,23411,0.0,0.0,44.8,1.91,0.0,0,Nacoes Shopping,NS
2026-02-05 00:00:00,IPHONE,0,0.0,18629,0.0,0.0,38.05,2.04,0.0,0,Nacoes Shopping,NS
2026-02-05 00:00:00,IPAD,0,0.0,44,0.0,0.0,0.19,4.32,0.0,0,Nacoes Shopping,NS
2026-02-06 00:00:00,ANDROID,0,0.0,26405,0.0,0.0,47.72,1.81,0.0,0,Nacoes Shopping,NS
2026-02-06 00:00:00,IPHONE,0,0.0,17225,0.0,0.0,31.51,1.83,0.0,0,Nacoes Shopping,NS
2026-02-06 00:00:00,IPAD,0,0.0,53,0.0,0.0,0.09,1.7,0.0,0,Nacoes Shopping,NS
2026-02-07 00:00:00,ANDROID,0,0.0,20012,0.0,0.0,37.49,1.87,0.0,0,Nacoes Shopping,NS
2026-02-07 00:00:00,IPHONE,0,0.0,12886,0.0,0.0,26.03,2.02,0.0,0,Nacoes Shopping,NS
2026-02-07 00:00:00,IPAD,0,0.0,30,0.0,0.0,0.05,1.67,0.0,0,Nacoes Shopping,NS
2026-02-08 00:00:00,ANDROID,0,0.0,10281,0.0,0.0,18.57,1.81,0.0,0,Nacoes Shopping,NS
2026-02-08 00:00:00,IPHONE,0,0.0,6641,0.0,0.0,12.85,1.93,0.0,0,Nacoes Shopping,NS
2026-02-08 00:00:00,IPAD,0,0.0,20,0.0,0.0,0.01,0.5,0.0,0,Nacoes Shopping,NS
2026-02-09 00:00:00,ANDROID,0,0.0,5424,0.0,0.0,10.78,1.99,0.0,0,Nacoes Shopping,NS
2026-02-09 00:00:00,IPHONE,0,0.0,3675,0.0,0.0,7.66,2.08,0.0,0,Nacoes Shopping,NS
2026-02-09 00:00:00,IPAD,0,0.0,10,0.0,0.0,0.01,1.0,0.0,0,Nacoes Shopping,NS
2026-02-10 00:00:00,ANDROID,0,0.0,7027,0.0,0.0,11.4,1.62,0.0,0,Nacoes Shopping,NS
2026-02-10 00:00:00,IPHONE,0,0.0,4857,0.0,0.0,8.17,1.68,0.0,0,Nacoes Shopping,NS
2026-02-10 00:00:00,IPAD,0,0.0,16,0.0,0.0,0.01,0.63,0.0,0,Nacoes Shopping,NS
2026-02-11 00:00:00,ANDROID,0,0.0,7006,0.0,0.0,10.28,1.47,0.0,0,Nacoes Shopping,NS
2026-02-11 00:00:00,IPHONE,0,0.0,5174,0.0,0.0,8.16,1.58,0.0,0,Nacoes Shopping,NS
2026-02-11 00:00:00,IPAD,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-12 00:00:00,ANDROID,0,0.0,6697,0.0,0.0,10.5,1.57,0.0,0,Nacoes Shopping,NS
2026-02-12 00:00:00,IPHONE,0,0.0,4587,0.0,0.0,7.5,1.64,0.0,0,Nacoes Shopping,NS
2026-02-12 00:00:00,IPAD,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-13 00:00:00,ANDROID,0,0.0,6408,0.0,0.0,10.26,1.6,0.0,0,Nacoes Shopping,NS
2026-02-13 00:00:00,IPHONE,0,0.0,4237,0.0,0.0,7.86,1.86,0.0,0,Nacoes Shopping,NS
2026-02-13 00:00:00,IPAD,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-14 00:00:00,ANDROID,0,0.0,6525,0.0,0.0,10.62,1.63,0.0,0,Nacoes Shopping,NS
2026-02-14 00:00:00,IPHONE,0,0.0,3733,0.0,0.0,7.42,1.99,0.0,0,Nacoes Shopping,NS
2026-02-14 00:00:00,IPAD,0,0.0,13,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-15 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-02-15 00:00:00,ANDROID,0,0.0,5594,0.0,0.0,10.14,1.81,0.0,0,Nacoes Shopping,NS
2026-02-15 00:00:00,IPHONE,0,0.0,3369,0.0,0.0,6.74,2.0,0.0,0,Nacoes Shopping,NS
2026-02-15 00:00:00,IPAD,0,0.0,5,0.0,0.0,0.01,2.0,0.0,0,Nacoes Shopping,NS
2026-02-16 00:00:00,ANDROID,0,0.0,5081,0.0,0.0,9.34,1.84,0.0,0,Nacoes Shopping,NS
2026-02-16 00:00:00,IPHONE,0,0.0,3509,0.0,0.0,6.92,1.97,0.0,0,Nacoes Shopping,NS
2026-02-16 00:00:00,IPAD,0,0.0,8,0.0,0.0,0.01,1.25,0.0,0,Nacoes Shopping,NS
2026-02-17 00:00:00,ANDROID,0,0.0,6731,0.0,0.0,10.24,1.52,0.0,0,Nacoes Shopping,NS
2026-02-17 00:00:00,IPHONE,0,0.0,4795,0.0,0.0,6.98,1.46,0.0,0,Nacoes Shopping,NS
2026-02-17 00:00:00,IPAD,0,0.0,8,0.0,0.0,0.02,2.5,0.0,0,Nacoes Shopping,NS
2026-02-18 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-02-18 00:00:00,ANDROID,0,0.0,6622,0.0,0.0,9.09,1.37,0.0,0,Nacoes Shopping,NS
2026-02-18 00:00:00,IPHONE,0,0.0,4782,0.0,0.0,6.74,1.41,0.0,0,Nacoes Shopping,NS
2026-02-18 00:00:00,IPAD,0,0.0,13,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-19 00:00:00,ANDROID,0,0.0,6323,0.0,0.0,9.48,1.5,0.0,0,Nacoes Shopping,NS
2026-02-19 00:00:00,IPHONE,0,0.0,3825,0.0,0.0,6.05,1.58,0.0,0,Nacoes Shopping,NS
2026-02-19 00:00:00,IPAD,0,0.0,11,0.0,0.0,0.01,0.91,0.0,0,Nacoes Shopping,NS
2026-02-20 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-02-20 00:00:00,ANDROID,0,0.0,5496,0.0,0.0,9.02,1.64,0.0,0,Nacoes Shopping,NS
2026-02-20 00:00:00,IPHONE,0,0.0,3483,0.0,0.0,6.12,1.76,0.0,0,Nacoes Shopping,NS
2026-02-20 00:00:00,IPAD,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-21 00:00:00,ANDROID,0,0.0,5118,0.0,0.0,8.39,1.64,0.0,0,Nacoes Shopping,NS
2026-02-21 00:00:00,IPHONE,0,0.0,3350,0.0,0.0,6.22,1.86,0.0,0,Nacoes Shopping,NS
2026-02-21 00:00:00,IPAD,0,0.0,11,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-22 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-02-22 00:00:00,ANDROID,0,0.0,4615,0.0,0.0,7.57,1.64,0.0,0,Nacoes Shopping,NS
2026-02-22 00:00:00,IPHONE,0,0.0,3083,0.0,0.0,5.67,1.84,0.0,0,Nacoes Shopping,NS
2026-02-22 00:00:00,IPAD,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-23 00:00:00,ANDROID,0,0.0,3357,0.0,0.0,6.41,1.91,0.0,0,Nacoes Shopping,NS
2026-02-23 00:00:00,IPHONE,0,0.0,2289,0.0,0.0,5.63,2.46,0.0,0,Nacoes Shopping,NS
2026-02-23 00:00:00,IPAD,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-24 00:00:00,ANDROID,0,0.0,4397,0.0,0.0,7.2,1.64,0.0,0,Nacoes Shopping,NS
2026-02-24 00:00:00,IPHONE,0,0.0,2467,0.0,0.0,4.17,1.69,0.0,0,Nacoes Shopping,NS
2026-02-24 00:00:00,IPAD,0,0.0,5,0.0,0.0,0.01,2.0,0.0,0,Nacoes Shopping,NS
2026-02-25 00:00:00,ANDROID,0,0.0,1336,0.0,0.0,2.26,1.69,0.0,0,Nacoes Shopping,NS
2026-02-25 00:00:00,IPHONE,0,0.0,704,0.0,0.0,0.99,1.41,0.0,0,Nacoes Shopping,NS
2026-02-25 00:00:00,IPAD,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-02-27 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-03-02 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-03-03 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-03-04 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-03-05 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-03-06 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-03-09 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-03-12 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-03-22 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-03-28 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-04-01 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-04-02 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-04-09 00:00:00,ANDROID,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-04-30 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.01,0.0,0.0,0,Nacoes Shopping,NS
2026-04-30 00:00:00,ANDROID,626,0.0,11945,0.05,0.0,31.32,2.62,5.24,0,Nacoes Shopping,NS
2026-04-30 00:00:00,IPHONE,5,0.0,4015,1.62,0.0,8.12,2.02,0.12,0,Nacoes Shopping,NS
2026-04-30 00:00:00,IPAD,0,0.0,18,0.0,0.0,0.05,2.78,0.0,0,Nacoes Shopping,NS
2026-05-01 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-05-01 00:00:00,ANDROID,2241,0.0,32745,0.04,0.0,84.78,2.59,6.84,0,Nacoes Shopping,NS
2026-05-01 00:00:00,IPHONE,25,0.0,10030,0.74,0.0,18.59,1.85,0.25,0,Nacoes Shopping,NS
2026-05-01 00:00:00,IPAD,0,0.0,28,0.0,0.0,0.04,1.43,0.0,0,Nacoes Shopping,NS
2026-05-02 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-05-02 00:00:00,ANDROID,2186,0.0,30300,0.04,0.0,84.97,2.8,7.21,0,Nacoes Shopping,NS
2026-05-02 00:00:00,IPHONE,26,0.0,9116,0.68,0.0,17.56,1.93,0.29,0,Nacoes Shopping,NS
2026-05-02 00:00:00,IPAD,0,0.0,35,0.0,0.0,0.04,1.14,0.0,0,Nacoes Shopping,NS
2026-05-03 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-05-03 00:00:00,ANDROID,2688,0.0,31399,0.03,0.0,80.35,2.56,8.56,0,Nacoes Shopping,NS
2026-05-03 00:00:00,IPHONE,30,0.0,9872,0.68,0.0,20.49,2.08,0.3,0,Nacoes Shopping,NS
2026-05-03 00:00:00,IPAD,0,0.0,30,0.0,0.0,0.07,2.33,0.0,0,Nacoes Shopping,NS
2026-05-04 00:00:00,UNKNOWN,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Nacoes Shopping,NS
2026-05-04 00:00:00,ANDROID,1002,0.0,12658,0.04,0.0,39.95,3.16,7.92,0,Nacoes Shopping,NS
