campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,gender,shopping
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,2952,1326,2.226244,1,0.033875,3.79992,1.287236,3.79992,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,171.0,0,0.022222,0.0,0,0,171.0,0,0.022222,0,0,0,0.0,0,0,0.0,0,0,22.0,3.0,1.0,,,,,0.0,unknown,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,398154,199409,1.99667,410,0.102975,1.328179,1.367695,544.553235,3.0,0,181.517745,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23558.0,0,0.023115,104.0,0,0,23559.0,0,0.023114,0,0,0,0.0,0,0,0.0,0,0,3121.0,1134.0,682.0,337.0,,,,0.0,female,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,312993,156017,2.006147,232,0.074123,1.838952,1.363088,426.636865,4.0,0,106.659216,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23245.0,0,0.018354,67.0,0,0,23245.0,0,0.018354,0,0,0,0.0,0,0,0.0,0,0,2027.0,542.0,291.0,181.0,,,,1.0,male,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,2648,1376,1.924419,4,0.151057,0.814975,1.23108,3.2599,1.0,0,3.2599,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,168.0,0,0.019404,0.0,0,0,168.0,0,0.019404,0,0,0,0.0,0,0,0.0,0,0,14.0,3.0,1.0,,,,,0.0,unknown,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,477147,231512,2.061003,1135,0.237872,0.580239,1.380226,658.570891,426.0,0,1.545941,223.0,0,2.953233,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27718.0,0,0.02376,148.0,0,0,27718.0,0,0.02376,0,0,0,0.0,0,0,0.0,0,0,522.0,217.0,122.0,63.0,,,,425.0,female,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,563044,263196,2.139257,1395,0.24776,0.560222,1.388007,781.50919,479.0,0,1.631543,217.0,0,3.601425,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,45397.0,0,0.017215,216.0,0,0,45397.0,0,0.017215,0,0,0,0.0,0,0,0.0,0,0,985.0,379.0,221.0,106.0,,,,475.0,male,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,4237,2126,1.992945,17,0.401227,0.342936,1.375955,5.829919,5.0,0,1.165984,2.0,0,2.91496,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,318.0,0,0.018333,1.0,0,0,318.0,0,0.018333,0,0,0,0.0,0,0,0.0,0,0,9.0,5.0,5.0,5.0,,,,5.0,unknown,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,31365,22702,1.381596,35,0.111589,1.113143,1.242149,38.96,27.0,0,1.442963,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,248.0,0,0.157097,2.0,0,0,248.0,0,0.157097,0,0,0,0.0,0,0,0.0,0,0,89.0,58.0,22.0,6.0,,,,0.0,female,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,35216,25406,1.386129,31,0.088028,1.391613,1.225011,43.14,24.0,0,1.7975,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,265.0,0,0.162792,5.0,0,0,265.0,0,0.162792,0,0,0,0.0,0,0,0.0,0,0,99.0,63.0,26.0,7.0,,,,0.0,male,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,314,218,1.440367,0,0.0,0.0,1.242038,0.39,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.39,0.0,0,0,1.0,0,0.39,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,119143,81371,1.464195,68,0.057074,2.370294,1.352828,161.18,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30.0,0,5.372667,18.0,0,0,30.0,0,5.372667,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,female,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,141405,90391,1.56437,70,0.049503,2.679286,1.326332,187.55,8.0,0,23.44375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,53.0,0,3.538679,25.0,0,0,53.0,0,3.538679,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1.0,male,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,979,667,1.467766,0,0.0,0.0,1.287028,1.26,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,569757,350189,1.626999,990,0.173758,1.353315,2.351497,1339.781704,834.0,0,1.606453,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14167.0,0,0.094571,36.0,0,0,14167.0,0,0.094571,0,0,0,0.0,0,0,0.0,0,0,35054.0,13299.0,7452.0,5343.0,,,,828.0,female,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,491361,315569,1.557064,775,0.157725,1.479998,2.33433,1146.998653,646.0,0,1.77554,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12247.0,0,0.093655,53.0,0,0,12247.0,0,0.093655,0,0,0,0.0,0,0,0.0,0,0,30191.0,11553.0,6557.0,4695.0,,,,643.0,male,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,4282,2750,1.557091,7,0.163475,1.412806,2.309585,9.889644,6.0,0,1.648274,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,93.0,0,0.10634,0.0,0,0,93.0,0,0.10634,0,0,0,0.0,0,0,0.0,0,0,192.0,87.0,48.0,37.0,,,,6.0,unknown,GS
ALC - Camiseta Centauro,120246042142770260,OUTCOME_AWARENESS,2026-03-01,41110,27373,1.501845,67,0.162977,0.834925,1.360739,55.94,26.0,0,2.151538,15.0,0,3.729333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1638.0,0,0.034151,7.0,0,0,1638.0,0,0.034151,0,0,0,0.0,0,0,0.0,0,0,313.0,58.0,36.0,22.0,,,,26.0,female,GS
ALC - Camiseta Centauro,120246042142770260,OUTCOME_AWARENESS,2026-03-01,65965,43154,1.528595,199,0.301675,0.45191,1.363299,89.93,42.0,0,2.14119,22.0,0,4.087727,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4144.0,0,0.021701,24.0,0,0,4144.0,0,0.021701,0,0,0,0.0,0,0,0.0,0,0,817.0,240.0,127.0,72.0,,,,42.0,male,GS
ALC - Camiseta Centauro,120246042142770260,OUTCOME_AWARENESS,2026-03-01,322,232,1.387931,3,0.931677,0.156667,1.459627,0.47,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,0.0235,0.0,0,0,20.0,0,0.0235,0,0,0,0.0,0,0,0.0,0,0,2.0,,,,,,,0.0,unknown,GS
ALC - PROMO IPHONE,120246044174640260,OUTCOME_AWARENESS,2026-03-01,175879,114032,1.542365,271,0.154083,0.946089,1.457764,256.39,199.0,0,1.288392,3.0,0,85.463333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,230.0,0,1.114739,25.0,0,0,230.0,0,1.114739,0,0,0,0.0,0,0,0.0,0,0,1.0,,,,,,,199.0,female,GS
ALC - PROMO IPHONE,120246044174640260,OUTCOME_AWARENESS,2026-03-01,233360,138864,1.680493,335,0.143555,1.01594,1.458433,340.34,256.0,0,1.329453,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,292.0,0,1.165548,30.0,0,0,292.0,0,1.165548,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,255.0,male,GS
ALC - PROMO IPHONE,120246044174640260,OUTCOME_AWARENESS,2026-03-01,1879,1189,1.58032,0,0.0,0.0,1.468866,2.76,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,GS
ALC - Turma do Coelho,120246044270030260,OUTCOME_AWARENESS,2026-03-01,32303,30268,1.067233,62,0.191933,0.72629,1.393988,45.03,38.0,0,1.185,24.0,0,1.87625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,997.0,0,0.045166,3.0,0,0,998.0,0,0.04512,0,0,0,0.0,0,0,0.0,0,0,2473.0,960.0,552.0,370.0,,,,38.0,female,GS
ALC - Turma do Coelho,120246044270030260,OUTCOME_AWARENESS,2026-03-01,36436,34433,1.058171,43,0.118015,1.16907,1.379679,50.27,28.0,0,1.795357,10.0,0,5.027,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,726.0,0,0.069242,3.0,0,0,726.0,0,0.069242,0,0,0,0.0,0,0,0.0,0,0,2005.0,699.0,383.0,251.0,,,,28.0,male,GS
ALC - Turma do Coelho,120246044270030260,OUTCOME_AWARENESS,2026-03-01,290,288,1.006944,0,0.0,0.0,1.586207,0.46,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,0.046,0.0,0,0,10.0,0,0.046,0,0,0,0.0,0,0,0.0,0,0,24.0,10.0,7.0,4.0,,,,0.0,unknown,GS
ALC - Musical - A menina da casa mágica,120246044406370260,OUTCOME_AWARENESS,2026-03-01,88064,64797,1.359075,266,0.302053,0.444511,1.34266,118.24,122.0,0,0.96918,78.0,0,1.515897,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2631.0,0,0.044941,27.0,0,0,2631.0,0,0.044941,0,0,0,0.0,0,0,0.0,0,0,3657.0,1235.0,678.0,434.0,,,,122.0,female,GS
ALC - Musical - A menina da casa mágica,120246044406370260,OUTCOME_AWARENESS,2026-03-01,96221,69455,1.385372,153,0.159009,0.854706,1.359059,130.77,95.0,0,1.376526,40.0,0,3.26925,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1405.0,0,0.093075,16.0,0,0,1405.0,0,0.093075,0,0,0,0.0,0,0,0.0,0,0,2014.0,635.0,332.0,208.0,,,,95.0,male,GS
ALC - Musical - A menina da casa mágica,120246044406370260,OUTCOME_AWARENESS,2026-03-01,718,544,1.319853,1,0.139276,0.99,1.37883,0.99,1.0,0,0.99,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,0.0495,0.0,0,0,20.0,0,0.0495,0,0,0,0.0,0,0,0.0,0,0,29.0,9.0,4.0,1.0,,,,1.0,unknown,GS
ENG - Panico 7,120246044638080260,OUTCOME_ENGAGEMENT,2026-03-01,10550,8546,1.234496,126,1.194313,0.284977,3.403512,35.907054,23.0,0,1.561176,14.0,0,2.56479,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6211.0,0,0.005781,55.0,0,0,6211.0,0,0.005781,0,0,0,0.0,0,0,0.0,0,0,378.0,203.0,140.0,26.0,,,,22.0,female,GS
ENG - Panico 7,120246044638080260,OUTCOME_ENGAGEMENT,2026-03-01,26619,19802,1.344258,271,1.01807,0.316579,3.222997,85.792962,38.0,0,2.25771,21.0,0,4.085379,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14742.0,0,0.00582,124.0,0,0,14742.0,0,0.00582,0,0,0,0.0,0,0,0.0,0,0,1057.0,553.0,403.0,73.0,,,,34.0,male,GS
ENG - Panico 7,120246044638080260,OUTCOME_ENGAGEMENT,2026-03-01,100,84,1.190476,0,0.0,0.0,1.999836,0.199984,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,68.0,0,0.002941,0.0,0,0,68.0,0,0.002941,0,0,0,0.0,0,0,0.0,0,0,1.0,1.0,1.0,,,,,0.0,unknown,GS
TRAF - FRANQUIA,120246486234420260,LINK_CLICKS,2026-03-01,3000,2865,1.04712,83,2.766667,0.257229,7.116667,21.35,63.0,0,0.338889,52.0,0,0.410577,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,71.0,0,0.300704,3.0,0,0,71.0,0,0.300704,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,62.0,female,GS
TRAF - FRANQUIA,120246486234420260,LINK_CLICKS,2026-03-01,2872,2767,1.037947,75,2.611421,0.217867,5.689415,16.34,60.0,0,0.272333,54.0,0,0.302593,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,66.0,0,0.247576,5.0,0,0,66.0,0,0.247576,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,60.0,male,GS
TRAF - FRANQUIA,120246486234420260,LINK_CLICKS,2026-03-01,17,17,1.0,0,0.0,0.0,4.705882,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,GS
ENG - FRANQUIAS,120246492291640260,OUTCOME_ENGAGEMENT,2026-03-01,335,217,1.543779,9,2.686567,0.765556,20.567164,6.89,8.0,0,0.86125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.626364,2.0,0,0,11.0,0,0.626364,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,5.0,female,GS
ENG - FRANQUIAS,120246492291640260,OUTCOME_ENGAGEMENT,2026-03-01,314,240,1.308333,8,2.547771,0.90375,23.025478,7.23,5.0,0,1.446,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.90375,2.0,0,0,9.0,0,0.803333,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,4.0,male,GS
ENG - FRANQUIAS,120246492291640260,OUTCOME_ENGAGEMENT,2026-03-01,4,3,1.333333,0,0.0,0.0,57.5,0.23,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,GS
ALC - Camiseta Centauro,120246042142770260,OUTCOME_AWARENESS,2026-04-01,41191,31863,1.292753,74,0.179651,0.593591,1.066391,43.925726,18.0,0,2.440318,11.0,0,3.993248,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1768.0,0,0.024845,8.0,0,0,1768.0,0,0.024845,0,0,0,0.0,0,0,0.0,0,0,320.0,72.0,39.0,21.0,,,,18.0,female,GS
ALC - Camiseta Centauro,120246042142770260,OUTCOME_AWARENESS,2026-04-01,54502,41224,1.322094,116,0.212836,0.504951,1.074718,58.574301,30.0,0,1.952477,17.0,0,3.445547,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3236.0,0,0.018101,23.0,0,0,3236.0,0,0.018101,0,0,0,0.0,0,0,0.0,0,0,588.0,160.0,70.0,43.0,,,,30.0,male,GS
ALC - Camiseta Centauro,120246042142770260,OUTCOME_AWARENESS,2026-04-01,336,283,1.187279,1,0.297619,0.279973,0.833252,0.279973,1.0,0,0.279973,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,26.0,0,0.010768,0.0,0,0,26.0,0,0.010768,0,0,0,0.0,0,0,0.0,0,0,3.0,2.0,2.0,2.0,,,,1.0,unknown,GS
ALC - PROMO IPHONE,120246044174640260,OUTCOME_AWARENESS,2026-04-01,839330,326267,2.572525,1333,0.158817,0.986041,1.566002,1314.392619,1053.0,0,1.248236,143.0,0,9.191557,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30833.0,0,0.042629,81.0,0,0,30834.0,0,0.042628,0,0,0,0.0,0,0,0.0,0,0,5876.0,1713.0,752.0,485.0,,,,1052.0,female,GS
ALC - PROMO IPHONE,120246044174640260,OUTCOME_AWARENESS,2026-04-01,721593,283834,2.542306,1071,0.148422,1.006132,1.493318,1077.567552,810.0,0,1.33033,76.0,0,14.17852,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30355.0,0,0.035499,69.0,0,0,30356.0,0,0.035498,0,0,0,0.0,0,0,0.0,0,0,5342.0,1631.0,780.0,496.0,,,,807.0,male,GS
ALC - PROMO IPHONE,120246044174640260,OUTCOME_AWARENESS,2026-04-01,5359,2421,2.213548,11,0.205262,0.746348,1.53197,8.209829,6.0,0,1.368305,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,211.0,0,0.038909,1.0,0,0,211.0,0,0.038909,0,0,0,0.0,0,0,0.0,0,0,51.0,13.0,7.0,2.0,,,,6.0,unknown,GS
ENG - Panico 7,120246044638080260,OUTCOME_ENGAGEMENT,2026-04-01,2185,2085,1.047962,16,0.732265,0.43375,3.176201,6.94,3.0,0,2.313333,2.0,0,3.47,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1329.0,0,0.005222,11.0,0,0,1329.0,0,0.005222,0,0,0,0.0,0,0,0.0,0,0,96.0,55.0,37.0,5.0,,,,3.0,female,GS
ENG - Panico 7,120246044638080260,OUTCOME_ENGAGEMENT,2026-04-01,5684,5538,1.026363,52,0.914849,0.320769,2.934553,16.68,5.0,0,3.336,3.0,0,5.56,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3153.0,0,0.00529,22.0,0,0,3153.0,0,0.00529,0,0,0,0.0,0,0,0.0,0,0,211.0,97.0,66.0,16.0,,,,4.0,male,GS
ENG - Panico 7,120246044638080260,OUTCOME_ENGAGEMENT,2026-04-01,23,22,1.045455,0,0.0,0.0,4.347826,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,0.01,0.0,0,0,10.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,1.0,1.0,1.0,,,,,0.0,unknown,GS
TRAF - FRANQUIA,120246486234420260,LINK_CLICKS,2026-04-01,76992,56038,1.373925,2573,3.341906,0.096481,3.224295,248.244944,1602.0,0,0.154959,1295.0,0,0.191695,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1689.0,0,0.146977,59.0,0,0,1691.0,0,0.146804,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1602.0,female,GS
TRAF - FRANQUIA,120246486234420260,LINK_CLICKS,2026-04-01,74960,54037,1.387198,2527,3.371131,0.095301,3.212715,240.825096,1642.0,0,0.146666,1277.0,0,0.188587,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1761.0,0,0.136755,83.0,0,0,1761.0,0,0.136755,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1642.0,male,GS
TRAF - FRANQUIA,120246486234420260,LINK_CLICKS,2026-04-01,603,435,1.386207,19,3.150912,0.103156,3.250348,1.95996,13.0,0,0.150766,9.0,0,0.217773,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.139997,1.0,0,0,14.0,0,0.139997,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,13.0,unknown,GS
ENG - FRANQUIAS,120246492291640260,OUTCOME_ENGAGEMENT,2026-04-01,13892,6415,2.165549,178,1.281313,1.114831,14.28448,198.44,78.0,0,2.544103,1.0,0,198.44,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,106.0,0,1.872075,20.0,0,0,107.0,0,1.854579,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,63.0,female,GS
ENG - FRANQUIAS,120246492291640260,OUTCOME_ENGAGEMENT,2026-04-01,18408,9919,1.855832,412,2.238157,0.680049,15.220556,280.18,166.0,0,1.687831,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,229.0,0,1.223493,56.0,0,0,230.0,0,1.218174,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,129.0,male,GS
ENG - FRANQUIAS,120246492291640260,OUTCOME_ENGAGEMENT,2026-04-01,407,158,2.575949,2,0.4914,2.09,10.27027,4.18,1.0,0,4.18,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,4.18,0.0,0,0,1.0,0,4.18,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,GS
ALC - ELLAS,120246600992030260,OUTCOME_AWARENESS,2026-04-01,275797,208084,1.325412,377,0.136695,0.717347,0.980576,270.44,277.0,0,0.976318,131.0,0,2.064427,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5206.0,0,0.051948,30.0,0,0,5206.0,0,0.051948,0,0,0,0.0,0,0,0.0,0,0,2801.0,1340.0,609.0,222.0,,,,277.0,female,GS
ALC - ELLAS,120246600992030260,OUTCOME_AWARENESS,2026-04-01,233655,165092,1.415302,255,0.109135,0.892353,0.973872,227.55,179.0,0,1.271229,59.0,0,3.85678,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3811.0,0,0.059709,23.0,0,0,3812.0,0,0.059693,0,0,0,0.0,0,0,0.0,0,0,2078.0,863.0,437.0,201.0,,,,179.0,male,GS
ALC - ELLAS,120246600992030260,OUTCOME_AWARENESS,2026-04-01,1868,1353,1.380636,4,0.214133,0.4975,1.06531,1.99,3.0,0,0.663333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,35.0,0,0.056857,0.0,0,0,35.0,0,0.056857,0,0,0,0.0,0,0,0.0,0,0,20.0,9.0,3.0,1.0,,,,3.0,unknown,GS
TRAF - PROMO IPHONE,120246819817910260,LINK_CLICKS,2026-04-01,166493,31964,5.208766,2192,1.316572,0.152348,2.00577,333.946681,1982.0,0,0.16849,812.0,0,0.411264,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10397.0,0,0.03212,70.0,0,0,10397.0,0,0.03212,0,0,0,0.0,0,0,0.0,0,0,3260.0,1559.0,1099.0,495.0,,,,1982.0,female,GS
TRAF - PROMO IPHONE,120246819817910260,LINK_CLICKS,2026-04-01,64232,20595,3.118815,1170,1.821522,0.13884,2.529008,162.44325,981.0,0,0.165589,444.0,0,0.365863,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4929.0,0,0.032957,33.0,0,0,4929.0,0,0.032957,0,0,0,0.0,0,0,0.0,0,0,1258.0,529.0,323.0,100.0,,,,981.0,male,GS
TRAF - PROMO IPHONE,120246819817910260,LINK_CLICKS,2026-04-01,869,160,5.43125,16,1.841197,0.215629,3.97016,3.450069,18.0,0,0.191671,9.0,0,0.383341,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,0,0.107815,0.0,0,0,32.0,0,0.107815,0,0,0,0.0,0,0,0.0,0,0,6.0,2.0,1.0,1.0,,,,18.0,unknown,GS
ALC - DINOS,120247009600330260,OUTCOME_AWARENESS,2026-04-01,371143,149984,2.474551,1876,0.505466,0.254933,1.288599,478.254674,478.0,0,1.000533,347.0,0,1.378256,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,28867.0,0,0.016568,226.0,0,0,28872.0,0,0.016565,0,0,0,0.0,0,0,0.0,0,0,46319.0,19764.0,12027.0,8427.0,,,,476.0,female,GS
ALC - DINOS,120247009600330260,OUTCOME_AWARENESS,2026-04-01,410732,171025,2.40159,1025,0.249554,0.519937,1.297525,532.935208,342.0,0,1.55829,239.0,0,2.229854,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34455.0,0,0.015468,166.0,0,0,34459.0,0,0.015466,0,0,0,0.0,0,0,0.0,0,0,58105.0,23099.0,12883.0,8488.0,,,,342.0,male,GS
ALC - DINOS,120247009600330260,OUTCOME_AWARENESS,2026-04-01,8403,1331,6.313298,57,0.678329,0.212634,1.442356,12.120118,31.0,0,0.390972,3.0,0,4.040039,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1457.0,0,0.008319,1.0,0,0,1457.0,0,0.008319,0,0,0,0.0,0,0,0.0,0,0,1866.0,1131.0,795.0,627.0,,,,30.0,unknown,GS
ALC - Candlelight,120247551389570260,OUTCOME_AWARENESS,2026-04-01,135274,100000,1.35274,136,0.100537,1.222721,1.229283,166.29,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6863.0,0,0.02423,31.0,0,0,6864.0,0,0.024226,0,0,0,0.0,0,0,0.0,0,0,8562.0,3490.0,1885.0,1255.0,,,,0.0,female,GS
ALC - Candlelight,120247551389570260,OUTCOME_AWARENESS,2026-04-01,139062,99741,1.394231,88,0.063281,1.964432,1.243115,172.87,1.0,0,172.87,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7528.0,0,0.022964,25.0,0,0,7528.0,0,0.022964,0,0,0,0.0,0,0,0.0,0,0,9618.0,3798.0,1989.0,1335.0,,,,0.0,male,GS
