campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,age,shopping
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-01,21151,14692,1.439627,47,0.222212,0.598286,1.329461,28.119437,39.0,0,0.721011,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,254.0,0,0.110706,3.0,0,0,254.0,0,0.110706,0,0,0,0.0,0,0,0.0,0,0,607.0,205.0,107.0,86.0,,,,0.0,45-54,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-01,10179,6962,1.46208,11,0.108066,1.219067,1.317392,13.409732,5.0,0,2.681946,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,180.0,0,0.074499,4.0,0,0,180.0,0,0.074499,0,0,0,0.0,0,0,0.0,0,0,530.0,168.0,79.0,58.0,,,,0.0,55-64,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-01,4509,3110,1.449839,3,0.066534,2.039959,1.357258,6.119878,3.0,0,2.039959,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,80.0,0,0.076498,1.0,0,0,80.0,0,0.076498,0,0,0,0.0,0,0,0.0,0,0,273.0,76.0,24.0,11.0,,,,0.0,65+,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-01,7,7,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-01,27934,14955,1.86787,39,0.139615,0.807179,1.126942,31.48,31.0,0,1.015484,1.0,0,31.48,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,0,0.98375,1.0,0,0,32.0,0,0.98375,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,2.0,18-24,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-01,24578,14297,1.719102,23,0.09358,1.177391,1.101798,27.08,18.0,0,1.504444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,1.425263,0.0,0,0,19.0,0,1.425263,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,6.0,25-34,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-01,10306,6520,1.580675,11,0.106734,1.015455,1.083835,11.17,9.0,0,1.241111,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,1.117,1.0,0,0,10.0,0,1.117,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,35-44,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-01,5018,3304,1.518765,5,0.099641,1.088,1.084097,5.44,4.0,0,1.36,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.36,0.0,0,0,4.0,0,1.36,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,2.0,45-54,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-01,3443,2414,1.426263,5,0.145222,0.826,1.199535,4.13,5.0,0,0.826,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.826,0.0,0,0,5.0,0,0.826,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,2.0,55-64,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-01,2055,1516,1.355541,4,0.194647,0.55,1.07056,2.2,2.0,0,1.1,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.55,2.0,0,0,4.0,0,0.55,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1.0,65+,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-01,119366,75849,1.573732,245,0.205251,0.681155,1.398077,166.882866,204.0,0,0.818053,78.0,0,2.139524,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,253.0,0,0.659616,9.0,0,0,253.0,0,0.659616,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,204.0,18-24,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-01,135996,87503,1.554187,295,0.216918,0.643396,1.395643,189.801886,240.0,0,0.790841,107.0,0,1.773849,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,311.0,0,0.610295,13.0,0,0,311.0,0,0.610295,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,240.0,25-34,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-01,47609,32083,1.483932,97,0.203743,0.693476,1.412908,67.267124,79.0,0,0.851483,32.0,0,2.102098,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,108.0,0,0.622844,6.0,0,0,108.0,0,0.622844,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,78.0,35-44,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-01,18851,12455,1.513529,42,0.2228,0.639496,1.424797,26.858852,30.0,0,0.895295,13.0,0,2.066066,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,39.0,0,0.688689,3.0,0,0,39.0,0,0.688689,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,30.0,45-54,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-01,7930,5316,1.491723,19,0.239596,0.571028,1.368163,10.849536,15.0,0,0.723302,5.0,0,2.169907,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,0,0.602752,2.0,0,0,18.0,0,0.602752,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,15.0,55-64,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-01,4116,2878,1.43016,5,0.121477,1.233947,1.498964,6.169736,1.0,0,6.169736,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,2.056579,1.0,0,0,3.0,0,2.056579,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1.0,65+,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-01,21,21,1.0,0,0.0,0.0,1.42851,0.029999,0.0,0,0.0,1.0,0,0.029999,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-01,73741,48044,1.534864,67,0.090859,1.433582,1.302532,96.05,53.0,0,1.812264,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1044.0,0,0.092002,4.0,0,0,1044.0,0,0.092002,0,0,0,0.0,0,0,0.0,0,0,438.0,275.0,130.0,43.0,,,,53.0,18-24,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-01,62913,40240,1.563444,43,0.068348,1.930465,1.319441,83.01,32.0,0,2.594063,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,876.0,0,0.09476,4.0,0,0,876.0,0,0.09476,0,0,0,0.0,0,0,0.0,0,0,373.0,210.0,83.0,29.0,,,,32.0,25-34,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-01,21262,14068,1.511373,13,0.061142,2.177692,1.331483,28.31,11.0,0,2.573636,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,444.0,0,0.063761,3.0,0,0,444.0,0,0.063761,0,0,0,0.0,0,0,0.0,0,0,166.0,82.0,34.0,13.0,,,,11.0,35-44,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-01,8957,6231,1.43749,9,0.10048,1.322222,1.32857,11.9,8.0,0,1.4875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,200.0,0,0.0595,0.0,0,0,200.0,0,0.0595,0,0,0,0.0,0,0,0.0,0,0,82.0,40.0,16.0,10.0,,,,8.0,45-54,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-01,4484,3000,1.494667,4,0.089206,1.405,1.253345,5.62,3.0,0,1.873333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,109.0,0,0.05156,1.0,0,0,109.0,0,0.05156,0,0,0,0.0,0,0,0.0,0,0,42.0,22.0,11.0,7.0,,,,3.0,55-64,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-01,2153,1514,1.422061,2,0.092894,1.44,1.337668,2.88,2.0,0,1.44,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,66.0,0,0.043636,1.0,0,0,66.0,0,0.043636,0,0,0,0.0,0,0,0.0,0,0,28.0,12.0,6.0,4.0,,,,2.0,65+,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-01,10,10,1.0,0,0.0,0.0,2.0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-01,123979,109366,1.133616,106,0.085498,2.38,2.034861,252.28,1.0,0,252.28,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6767.0,0,0.037281,23.0,0,0,6767.0,0,0.037281,0,0,0,0.0,0,0,0.0,0,0,1371.0,302.0,156.0,103.0,,,,0.0,18-24,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-01,167034,150468,1.110097,260,0.155657,1.336846,2.080894,347.58,5.0,0,69.516,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14412.0,0,0.024117,38.0,0,0,14412.0,0,0.024117,0,0,0,0.0,0,0,0.0,0,0,2789.0,724.0,391.0,235.0,,,,3.0,25-34,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-01,83648,76246,1.097081,247,0.295285,0.721862,2.131551,178.3,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12200.0,0,0.014615,59.0,0,0,12200.0,0,0.014615,0,0,0,0.0,0,0,0.0,0,0,2289.0,691.0,401.0,265.0,,,,0.0,35-44,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-01,51027,43807,1.164814,212,0.415466,0.509575,2.117114,108.03,2.0,0,54.015,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9332.0,0,0.011576,53.0,0,0,9333.0,0,0.011575,0,0,0,0.0,0,0,0.0,0,0,1591.0,522.0,291.0,180.0,,,,0.0,45-54,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-01,34405,30085,1.143593,194,0.563872,0.363196,2.047958,70.46,2.0,0,35.23,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7594.0,0,0.009278,39.0,0,0,7594.0,0,0.009278,0,0,0,0.0,0,0,0.0,0,0,1213.0,415.0,237.0,147.0,,,,0.0,55-64,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-01,20174,18717,1.077844,153,0.758402,0.274183,2.079409,41.95,1.0,0,41.95,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5037.0,0,0.008328,30.0,0,0,5037.0,0,0.008328,0,0,0,0.0,0,0,0.0,0,0,749.0,220.0,117.0,66.0,,,,0.0,65+,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-01,13,13,1.0,0,0.0,0.0,2.307692,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.03,0.0,0,0,1.0,0,0.03,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,26970,26340,1.023918,34,0.126066,0.895588,1.129032,30.45,28.0,0,1.0875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,968.0,0,0.031457,1.0,0,0,968.0,0,0.031457,0,0,0,0.0,0,0,0.0,0,0,19.0,6.0,3.0,2.0,,,,0.0,18-24,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,32518,31574,1.029898,37,0.113783,0.975946,1.110462,36.11,25.0,0,1.4444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1465.0,0,0.024648,3.0,0,0,1465.0,0,0.024648,0,0,0,0.0,0,0,0.0,0,0,34.0,8.0,6.0,3.0,,,,0.0,25-34,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,13174,12295,1.071492,9,0.068316,1.665556,1.137847,14.99,5.0,0,2.998,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,936.0,0,0.016015,2.0,0,0,936.0,0,0.016015,0,0,0,0.0,0,0,0.0,0,0,14.0,1.0,,,,,,0.0,35-44,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,5900,5885,1.002549,3,0.050847,2.11,1.072881,6.33,2.0,0,3.165,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,488.0,0,0.012971,0.0,0,0,488.0,0,0.012971,0,0,0,0.0,0,0,0.0,0,0,9.0,2.0,1.0,,,,,0.0,45-54,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,2979,2979,1.0,0,0.0,0.0,1.201746,3.58,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,318.0,0,0.011258,0.0,0,0,318.0,0,0.011258,0,0,0,0.0,0,0,0.0,0,0,6.0,2.0,1.0,1.0,,,,0.0,55-64,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,1425,1384,1.029624,1,0.070175,1.74,1.221053,1.74,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,171.0,0,0.010175,1.0,0,0,171.0,0,0.010175,0,0,0,0.0,0,0,0.0,0,0,4.0,3.0,1.0,1.0,,,,0.0,65+,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,3,3,1.0,0,0.0,0.0,3.333333,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,8569,8396,1.020605,19,0.221729,0.606842,1.345548,11.53,15.0,0,0.768667,13.0,0,0.886923,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,0.5765,1.0,0,0,20.0,0,0.5765,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,15.0,18-24,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,9503,9503,1.0,21,0.220983,0.57,1.259602,11.97,17.0,0,0.704118,8.0,0,1.49625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,0,0.520435,2.0,0,0,23.0,0,0.520435,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,17.0,25-34,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,3754,3754,1.0,8,0.213106,0.62375,1.329249,4.99,6.0,0,0.831667,4.0,0,1.2475,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,0.712857,1.0,0,0,7.0,0,0.712857,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,6.0,35-44,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,1545,1545,1.0,4,0.2589,0.555,1.436893,2.22,4.0,0,0.555,2.0,0,1.11,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.444,1.0,0,0,5.0,0,0.444,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,4.0,45-54,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,770,766,1.005222,2,0.25974,0.47,1.220779,0.94,2.0,0,0.47,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.47,0.0,0,0,2.0,0,0.47,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,2.0,55-64,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,368,356,1.033708,0,0.0,0.0,1.304348,0.48,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,65+,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,127876,79479,1.608928,145,0.113391,1.049793,1.190372,152.22,118.0,0,1.29,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1923.0,0,0.079158,9.0,0,0,1923.0,0,0.079158,0,0,0,0.0,0,0,0.0,0,0,800.0,441.0,222.0,77.0,,,,117.0,18-24,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,124950,81314,1.536636,123,0.098439,1.212764,1.193838,149.17,99.0,0,1.506768,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2140.0,0,0.069706,7.0,0,0,2140.0,0,0.069706,0,0,0,0.0,0,0,0.0,0,0,798.0,424.0,183.0,72.0,,,,98.0,25-34,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,48333,31140,1.552119,30,0.062069,1.884333,1.169594,56.53,24.0,0,2.355417,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1088.0,0,0.051958,3.0,0,0,1088.0,0,0.051958,0,0,0,0.0,0,0,0.0,0,0,410.0,170.0,88.0,47.0,,,,24.0,35-44,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,21327,13133,1.623924,13,0.060956,1.958462,1.193792,25.46,9.0,0,2.828889,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,608.0,0,0.041875,1.0,0,0,608.0,0,0.041875,0,0,0,0.0,0,0,0.0,0,0,230.0,95.0,46.0,21.0,,,,9.0,45-54,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,10606,6596,1.607944,9,0.084858,1.443333,1.224778,12.99,8.0,0,1.62375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,338.0,0,0.038432,0.0,0,0,338.0,0,0.038432,0,0,0,0.0,0,0,0.0,0,0,119.0,29.0,17.0,7.0,,,,8.0,55-64,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,5046,3256,1.549754,4,0.079271,1.48,1.173207,5.92,2.0,0,2.96,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,155.0,0,0.038194,1.0,0,0,155.0,0,0.038194,0,0,0,0.0,0,0,0.0,0,0,52.0,13.0,7.0,2.0,,,,2.0,65+,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,15,15,1.0,0,0.0,0.0,0.666667,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-03-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,35-44,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,173902,81897,2.123423,62,0.035652,3.82629,1.364159,237.23,2.0,0,118.615,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6413.0,0,0.036992,20.0,0,0,6413.0,0,0.036992,0,0,0,0.0,0,0,0.0,0,0,1052.0,241.0,122.0,82.0,,,,2.0,18-24,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,199690,98469,2.027948,62,0.031048,4.375968,1.358656,271.31,2.0,0,135.655,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10018.0,0,0.027082,15.0,0,0,10018.0,0,0.027082,0,0,0,0.0,0,0,0.0,0,0,1357.0,322.0,157.0,98.0,,,,0.0,25-34,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,103542,47611,2.17475,57,0.05505,2.45193,1.34979,139.76,1.0,0,139.76,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7563.0,0,0.018479,8.0,0,0,7563.0,0,0.018479,0,0,0,0.0,0,0,0.0,0,0,885.0,231.0,108.0,68.0,,,,1.0,35-44,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,70570,30326,2.327046,49,0.069435,1.947959,1.352558,95.45,2.0,0,47.725,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6349.0,0,0.015034,19.0,0,0,6349.0,0,0.015034,0,0,0,0.0,0,0,0.0,0,0,670.0,210.0,100.0,56.0,,,,0.0,45-54,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,52498,22756,2.306996,93,0.17715,0.76086,1.347861,70.76,3.0,0,23.586667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5050.0,0,0.014012,33.0,0,0,5050.0,0,0.014012,0,0,0,0.0,0,0,0.0,0,0,507.0,135.0,64.0,43.0,,,,0.0,55-64,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,28613,13568,2.108859,47,0.164261,0.849574,1.39552,39.93,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2665.0,0,0.014983,18.0,0,0,2665.0,0,0.014983,0,0,0,0.0,0,0,0.0,0,0,261.0,61.0,33.0,17.0,,,,0.0,65+,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,17,17,1.0,0,0.0,0.0,0.588235,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,197989,98049,2.019286,92,0.046467,2.935217,1.363914,270.04,1.0,0,270.04,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6576.0,0,0.041064,20.0,0,0,6576.0,0,0.041064,0,0,0,0.0,0,0,0.0,0,0,1020.0,217.0,128.0,78.0,,,,1.0,18-24,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,205131,107058,1.916074,93,0.045337,3.017419,1.368004,280.62,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9552.0,0,0.029378,22.0,0,0,9552.0,0,0.029378,0,0,0,0.0,0,0,0.0,0,0,1182.0,292.0,153.0,79.0,,,,0.0,25-34,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,97876,52979,1.847449,81,0.082758,1.642346,1.359169,133.03,2.0,0,66.515,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7460.0,0,0.017832,18.0,0,0,7460.0,0,0.017832,0,0,0,0.0,0,0,0.0,0,0,772.0,251.0,132.0,70.0,,,,0.0,35-44,GS
