shopping,plataforma,tipo_post,data,caption,likes,comentarios,salvos,compartilhamentos,alcance,impressoes,engajamento
NK,Instagram,Reel,2026-03-04,A coleção nova da @arezzo já chegou no Neumarkt Shopping… e eu já tenho os meus preferidos 👀✨#,49,7,2,5,2450,0,63
NK,Instagram,Reel,2026-03-03,"Eu vim “só dar uma olhadinha” e saí querendo tudo🙈

Tá rolando até 70% OFF na loja inteira e peças a partir de R$29,90.

Vale muito a pena passar aqui e ver de perto!
Promoção válida até dia 15 de mar",79,9,2,36,4299,0,126
NK,Instagram,Reel,2026-02-27,"O Giro Mensal no @shoppingneumarkt te leva hoje até a @authenticfeet !
Vem conhecer um pouquinho desse universo de tênis  e streetwear🤍💫",65,2,7,5,3250,0,79
NK,Instagram,Reel,2026-02-26,"Na terça-feira tivemos a alegria de abrir a exposição de Telomar Florêncio aqui no Neumarkt Shopping, e queremos compartilhar o quanto esse momento foi especial para todos nós.

Autodidata, Telomar co",53,2,2,10,2243,0,67
NK,Instagram,Reel,2026-02-26,"Nem todo mundo sabe, mas a General Lyy também tem tênis infantis cheios de estilo 👟✨

A Alice veio mostrar algumas opções que provam que a loja não é só para adultos — tem modelos incríveis para os pe",56,17,0,10,2612,0,83
NK,Instagram,Reel,2026-02-26,"Está chegando! Aqui no Neumarkt shopping, o torneio de Poker!",41,1,2,11,1366,0,55
NK,Instagram,Reel,2026-02-25,A Baier espera por vocês ✨,57,8,1,2,1571,0,68
NK,Instagram,Reel,2026-02-24,"Do básico ao luxo!
Com as peças da @arezzo e @shoulder complementando o look, não tem erro ✨",57,11,1,3,2447,0,72
NK,Instagram,Carrossel,2026-02-24,"⚽ Promoção Meu Méqui: Rumo à Final da Copa do Mundo FIFA 2026™️ ⚽

O Meu Méqui tem uma oportunidade única para você! Participe e concorra a prêmios incríveis, incluindo uma viagem para a Final da Copa",221,6,28,239,8269,0,494
NK,Instagram,Reel,2026-02-23,"Conjuntinhos lindos estampados a aqui da @farmblumenau , para quem ama uma cor nesse verão 💖☀️",57,13,2,10,3381,0,82
NK,Instagram,Carrossel,2026-02-19,"Neste fim de semana tem mais um encontro cheio de amor no Neumarkt Shopping 💙🐾

A Feira de Adoção Pet acontece com o Lar Silvana, trazendo cãezinhos que estão esperando por um novo começo, um lar e mu",793,19,11,160,8928,0,983
NK,Instagram,Reel,2026-02-18,Muito estilo e conforto essas peças da Le Lis Blanc💖,57,8,1,11,3235,0,77
NK,Instagram,Reel,2026-02-16,"Gostou? Corre pra @farmneumakrt ver as novidades🌟🤍

#vestidos #blusa #farmrio #adorofarm #fy vestidosfarm",95,15,8,13,4496,0,131
NK,Instagram,Reel,2026-02-14,Envia para a sua best no vídeo e vem aproveitar um cafezinho aqui no @cafecultura do @neumarktshopping!,105,5,2,4,4434,0,116
NK,Instagram,Reel,2026-02-13,"Encontre o presente perfeito para o seu amor com as joias delicadas da Sandra Duwe, uma verdadeira declaração de carinho neste Valentine's Day. 💎💕 Venha se apaixonar pelas opções exclusivas que prepar",45,7,2,12,3815,0,66
NK,Instagram,Reel,2026-02-12,"TBT do nosso encontrinho épico das Heroínas do K-pop! 💫🎤 Foi um momento incrível de diversão, amizade e muito K-pop no ar! 💖 

#KpopLovers #TBT #KpopVibes #MelhoresMomentos #meetings",255,16,3,92,7238,0,366
NK,Instagram,Reel,2026-02-07,"Não deixe de aproveitar a semana do cinema!🍿🎞️
🎟️Ingressos matinê apenas R$10,00
🎟️Ingressos noite apenas R$12,00
🎟️Ingresso VIP apenas R$13,00

Corre e aproveita que é por tempo limitado🤭",59,6,1,26,2971,0,92
NK,Instagram,Carrossel,2026-02-06,"🌟 Atenção, fãs de K-Pop! 🌟

As heroínas do K-Pop vão invadir o Neumarkt Shopping! 🎤💖 No dia 08 de fevereiro, às 15h, elas estarão aqui para um super meeting com as fãs! 🤩✨

Não perca a chance de conhe",141,2,3,45,4714,0,191
NK,Instagram,Carrossel,2026-02-06,"🎉 Atenção, amantes de poker! 🎉

Prepare-se para o maior torneio de poker do ano! 🃏💰

Dia 28 de fevereiro de 2026, às 15h, o Neumarkt Shopping será o palco de um evento imperdível, com R$10.000,00 em p",70,5,2,59,3230,0,136
NK,Instagram,Reel,2026-02-06,Ontem tivemos a inauguração da Q’Oculos aqui no Neumarkt,17,0,0,7,1335,0,24
NK,Instagram,Reel,2026-02-05,"🎬🍿 Semana do Cinema no Neumarkt Shopping

Durante a promoção, os valores estão imperdíveis 👇
🎟️ Ingressos Matinê (das 13h às 17h): R$ 10,00
🎟️ Ingressos Noite (a partir das 17h):R$ 12,00
✨ Cadeira VIP",618,18,31,680,12300,0,1347
NK,Instagram,Story,2026-05-05,,0,0,0,0,520,0,0
NK,Instagram,Story,2026-05-05,,0,0,0,0,541,0,0
NK,Instagram,Story,2026-05-05,,0,0,0,0,719,0,0
NK,Instagram,Story,2026-05-05,,0,0,0,0,569,0,0
NK,Instagram,Story,2026-05-05,,0,0,0,0,580,0,0
NK,Instagram,Story,2026-05-05,,0,1,0,0,668,0,1
NK,Instagram,Story,2026-05-05,,0,1,0,0,733,0,1
NK,Instagram,Story,2026-05-05,,0,1,0,0,687,0,1
NK,Instagram,Story,2026-05-05,,0,1,0,0,762,0,1
NK,Instagram,Story,2026-05-05,,0,1,0,0,716,0,1
NK,Facebook,Album,2026-04-17,Horário de feriado!,0,0,0,0,0,0,0
NK,Facebook,Video,2026-03-27,,0,0,0,0,0,0,0
NK,Facebook,Album,2026-03-24,"A magia da Páscoa chegou ao Neumarkt Shopping! 

Nossa Caça aos Doces começa com uma divertida pintura facial de coelhinho, para as crianças entrarem no clima e se prepararem para a aventura. Em segui",0,0,0,0,0,0,0
NK,Facebook,Video,2026-03-20,,0,0,0,0,0,0,0
NK,Facebook,Video,2026-03-13,,2,0,0,0,0,0,2
NK,Facebook,Video,2026-03-06,,0,0,0,0,0,0,0
NS,Instagram,Reel,2026-05-06,"Um presente à altura de quem sempre foi inspiração.

A @lezalezcriciuma traz peças que unem elegância, leveza e significado, perfeitas para celebrar o amor único que as mães tem.

Escolha o look ideal",3,1,0,0,130,0,4
NS,Instagram,Reel,2026-05-05,"Histórias que transcendem o tempo merecem ser guardadas. 

Presenteie com algo especial: personalize seu pingente para o Dia das Mães na @acium_sulsc 🤍",10,0,0,1,1825,0,11
NS,Instagram,Reel,2026-05-05,"🔥 Big Box por R$ 25,90? Tem sim! No KFC, é só pagar com Pix pelo RecargaPay e garantir o desconto na hora. 

É simples:
➡️ Abra o app RecargaPay e se cadastre
➡️ Escaneie o QR Code no totem ou caixa
➡",113,1,27,124,5401,0,265
NS,Instagram,Imagem,2026-05-04,"Uma homenagem especial para quem merece tudo!

Em clima de Dia das Mães, o Nações Shopping recebe um show gratuito na Praça de Alimentação, com um repertório preparado para emocionar e celebrar esse m",69,6,4,7,4880,0,86
NS,Instagram,Reel,2026-05-04,"ASMR do seu futuro Jaecoo 7 Luxury híbrido! O carro mais tecnológico e sofisticado pode ser seu!

A cada R$300 em compras, cadastre seus cupons no App AJFans, ganhe 1 número da sorte e concorra ao inc",13,1,0,3,2959,0,17
NS,Instagram,Reel,2026-05-03,"💐 Um almoço de Dia das Mães pede uma mesa à altura desse momento especial.

Com as peças da Camicado e Cassol, cada detalhe ganha charme, elegância e aquele toque de carinho que faz toda a diferença. ",31,5,1,28,4694,0,65
NS,Instagram,Reel,2026-05-01,"O ano de 2026 é especial porque celebramos os 10 anos do Nações, aqui em Criciúma. O @adelorlessa nos conta mais sobre essa história. 🤍",79,3,0,2,2656,0,84
NS,Instagram,Reel,2026-05-01,O filme é um sucesso e o nosso evento também! Confira os melhores momentos dessa noite que com certeza seria aprovada pela Miranda 😉👠,804,21,11,251,18790,0,1087
NS,Instagram,Reel,2026-05-01,"⚽💚 A emoção da Copa chegou aqui no Nações! 

Os álbuns e figurinhas da @fifaworldcup já chegaram na Livraria Catarinense,  @fatima.papelaria, @fatimaesportes e na @fatimacrianca ✅

Garanta o seu e com",248,4,8,69,13135,0,329
NS,Instagram,Reel,2026-04-30,"É final de semana de ‘O Diabo Veste Prada’! 👠

Vem pro @gnccinemas 🍿",200,5,5,20,7314,0,230
NS,Instagram,Reel,2026-04-28,"Tá chegando… 👠

Faltam 2 dias para a estreia oficial de O Diabo Veste Prada. Já estamos prontos por aqui!",110,6,1,5,5923,0,122
NS,Instagram,Carrossel,2026-04-27,"📱 O iPhone 17 já tem uma nova dona! ✨

A sorte brilhou para quem utilizou o App AJFans! Confira quem garantiu o prêmio aqui no Nações:

🏆 Ganhador(a): Katrine Nascimento

Parabéns! 🎉 Agora é só aprove",41,1,1,5,2623,0,48
NS,Instagram,Reel,2026-04-27,"Nosso Encontro de Goldens foi um sucesso, com muita fofura! Confira os melhores momentos ❤️",549,23,4,40,17154,0,616
NS,Instagram,Reel,2026-04-26,Semana oficial de ESTREIA de um dos filmes mais esperados de 2026! Quem aí já está com os ingressos na mão? #TheDevilWearsPrada2 👠,2112,82,37,782,37774,0,3013
NS,Instagram,Reel,2026-04-26,"Fomos na @tokaia_ garantir o look e a bolsa para O Diabo Veste Prada ✨ 

Entramos oficialmente na semana da estreia! Quem aí está ansiosa?",89,13,3,8,8177,0,113
NS,Instagram,Reel,2026-04-25,"A @freddogelateria chegou e nós já estamos apaixonados! 

Pode vir, você não vai se arrepender. 🤭❤️",233,15,5,149,11842,0,402
NS,Instagram,Reel,2026-04-24,"A @daialano já garantiu suas peças preferidas na inauguração da @lezalezcriciuma, aqui no Nações. ✨

E podemos falar? Ela arrasou em cada escolha! 

@lezalezcriciuma é a mais nova loja do shopping. Ve",172,97,5,118,7994,0,392
NS,Instagram,Carrossel,2026-04-23,"O Dia das Mães está chegando, e a oportunidade de ganhar um presente de luxo também! ✨

Aqui no Nações, você tem a chance de conquistar o incrível Jaecoo 7 Luxury, o SUV híbrido de luxo, a cada R$300 ",16,0,2,11,6179,0,29
NS,Instagram,Reel,2026-04-23,"Vem cá: a sua mãe merece um desses, não merece? 😍

Comprou, concorreu! A cada R$300 em compras aqui no Nações, você pode ganhar um Jaecoo 7 Luxury. Esse carrão já está aqui, só esperando a nova dona. ",97,7,5,48,8079,0,157
NS,Instagram,Carrossel,2026-04-22,"Esses looks são dignos de aprovação da Miranda Priestly.

👠 Inspirados no universo de O Diabo Veste Prada 2, reunimos produções com marcas do Nações Shopping que traduzem elegância, atitude e muito es",783,18,36,108,19131,0,945
NS,Instagram,Reel,2026-04-21,"A @isabelamrtl já garantiu seus registros com as Hello Kittys mais fofas do Brasil! 🎀

Vem visitar a exposição em comemoração aos 50 anos de uma das personagens mais queridas, até dia 17 de maio pelos",854,13,13,154,12578,0,1034
NS,Instagram,Reel,2026-04-19,"Você nem precisa sair do Nações pra matar a vontade de comer um X-salada! 

É só chegar na @viapian.food e pedir o seu. 😉",49,2,1,24,5760,0,76
NS,Instagram,Imagem,2026-04-19,"💛 Prepare-se para uma dose extra de fofura!

No dia 25 de abril, o Nações Shopping recebe um encontro especial de goldens e labradores. 🐾

Um momento perfeito para reunir os aumigos, fazer novas amiza",211,13,9,142,17833,0,375
NS,Instagram,Reel,2026-04-18,"24 de abril, a @lezalezcriciuma inaugura sua nova loja no Nações Shopping, trazendo sofisticação, identidade e peças que traduzem um lifestyle contemporâneo e autêntico.

Aguarde! ✨",53,4,0,5,4859,0,62
NS,Instagram,Imagem,2026-04-17,"Passear no Nações e encontrar a Hello Kitty já seria legal. Imagine encontrar várias? Pois você já tem esse encontro marcado com elas. 💖

A Hello Kitty Parade chegou com esculturas em tamanho real, pe",2203,9,66,225,42893,0,2503
NS,Instagram,Reel,2026-04-17,"Imagina uma collab dessas! @oboticario + @milkymoo se uniram pra criar os cremosíssimos de Deleite, com textura mais densa e ultra hidratante como você nunca viu! 🐮🧡

Corre pra garantir!",82,0,2,16,5944,0,100
NS,Instagram,Reel,2026-04-17,"Nossa Miss Criciúma foi escolhida! 👑

Ana Caroline Nazario Ribeiro agora representa Criciúma com toda sua graça e beleza. ✨",501,39,9,106,17358,0,655
NS,Instagram,Carrossel,2026-04-16,"Você se lembra do dia da inauguração do Nações Shopping? Um #tbt de uma história que seguimos construindo juntos. 

Relembrar esses momentos é celebrar cada passo dos 10 anos do Nações Shopping, feito",642,12,14,15,18963,0,683
NS,Instagram,Reel,2026-04-16,"Uma década de histórias, encontros e memórias. O Nações completa 10 anos fazendo parte da vida de milhares de pessoas, sendo palco de momentos especiais e conexões que marcaram gerações. 

Mais do que",150,19,8,22,7024,0,199
NS,Instagram,Carrossel,2026-04-15,"Em clima de comemoração, vem aí o Nações Dance! 💃

Celebrando os 10 anos do Nações Shopping, preparamos um momento cheio de ritmo, música e muita energia para você curtir com a gente. 🤍

Chame os amig",62,0,1,17,6539,0,80
NS,Instagram,Reel,2026-04-14,"🎀 A Hello Kitty chegou aos corredores do Nações Shopping com a Hello Kitty Parade, uma exposição cheia de arte, cor e criatividade, com peças exclusivas customizadas por artistas brasileiros. 

Venha ",3778,67,103,2225,41136,0,6173
NS,Instagram,Reel,2026-04-13,"No sábado a diversão foi garantida pra toda a família com o Musical dos Irmãos Bros! 🍄

Um espetáculo divertido que encantou as crianças e os adultos. Foi lindo!",97,6,5,32,5986,0,140
NS,Instagram,Reel,2026-04-12,"Atenção para o convite especial da nossa Miss, @analuiza.vargass 👑🤍

É no nosso aniversário, nesta quinta-feira dia 16, às 19h, que iremos conhecer a nova Miss Criciúma! Esperamos por você na Praça de",763,14,14,81,30920,0,872
NS,Instagram,Reel,2026-04-12,"💎✨ O momento de brilhar é agora!

A Diamond Week da Vivara chegou com uma seleção especial de joias com diamantes com 20% OFF.

Uma oportunidade perfeita para garantir aquela peça única para você ou p",41,4,0,6,6297,0,51
NS,Instagram,Imagem,2026-04-11,"🎢✨ Sua próxima aventura começa aqui!

O quiosque do Beto Carrero World está em frente a Riachuelo, prontinho para você garantir seu passaporte e viver dias inesquecíveis.

Passe por lá e comece a plan",21,3,1,1,3954,0,26
NS,Instagram,Reel,2026-04-10,"🏁 Bora acelerar e viver essa experiência com a gente?

O @extremekart no Nações Shopping tá te esperando pra muita adrenalina e diversão, anexo ao estacionamento.

Quer saber mais? Confira todas as in",64,5,4,34,5587,0,107
NS,Instagram,Reel,2026-04-09,"👠 A pré-venda de O Diabo Veste Prada 2 está aberta!

O clássico está de volta e você já pode garantir seu lugar para rever esse ícone nas telonas.

🎟️ Garanta seu ingresso antecipado em ingresso.com",1010,26,31,496,15845,0,1563
NS,Instagram,Reel,2026-04-09,"Ontem foi dia de viver o skate de perto! Os atletas do @skatetotalurbe passaram pelo Nações Shopping e aproveitaram cada momento, no @galetomammamia, no @extremekart e no @antoniosboliche_criciuma 🔥

",94,2,3,16,8461,0,115
NS,Instagram,Carrossel,2026-04-08,"Abril chegou com uma programação imperdível! ✨

O Nações Shopping preparou uma agenda cheia de experiências para você aproveitar: eventos, música, diversão e momentos especiais para toda a família. 

",1820,10,119,1584,50843,0,3533
NS,Instagram,Reel,2026-04-08,"🛹🔥 O clima do skate vai tomar conta do shopping!

Os atletas do STU estarão pelos corredores do Nações Shopping e você pode encontrar de perto, tirar fotos e garantir aquele autógrafo.

Uma oportunida",168,1,1,54,6317,0,224
NS,Instagram,Reel,2026-04-07,"Uma história que emociona dentro e fora das páginas. 🤍

O filme Uma Segunda Chance está em cartaz no GNC Cinemas, e para quem quiser se aprofundar ainda mais nessa história, o livro também está dispon",97,0,2,16,5206,0,115
NS,Instagram,Imagem,2026-04-06,"🍄 A aventura vai ganhar vida no palco!

O musical inspirado no mundo do Super Mario Bross vai encantar o público com muita diversão, música e um universo cheio de nostalgia. ❤️

Um espetáculo para tod",129,7,16,197,8512,0,349
NS,Instagram,Reel,2026-04-06,A gente AMA esses achadinhos e quer levar TODOS! Pode vir que a @lojasrenner tá cheinha de novidades 🩷🎀,141,3,3,22,6415,0,169
NS,Instagram,Reel,2026-04-05,"Páscoa que transborda significado 🤍

A @lojacacaushownacoes, em parceria com o Nações Shopping, realizou a doação de chocolates para instituições da cidade: a @apaedeicara, a @casadainfanciacriciuma e",78,3,0,12,8492,0,93
NS,Instagram,Reel,2026-04-04,"Levanta a mão quem aqui ama uma boa promoção: 🙋‍♀️🙋‍♂️

Aqui no @bazarcasamaria você encontra muitas opções com qualidade e preço justo. Vem visitar! 🩷",128,3,2,7,8976,0,140
NS,Instagram,Reel,2026-04-03,"Os nossos aumigos não precisam ficar de fora dessa data tão especial: eles também têm um ovo de Páscoa pensado especialmente para eles. 💛🐾

O Ovo Joy você encontra na @cobasi 🐶",14,0,0,3,4425,0,17
NS,Instagram,Reel,2026-04-03,"📱 Imagina ganhar um IPhone 17 novinho na faixa? 

Confira o passo a passo e participe do sorteio pelo App AJFans. Cada compra pode se transformar em uma nova chance de ganhar.

A cada 100 pontos, você",42,6,4,6,9720,0,58
NS,Instagram,Carrossel,2026-04-02,"Confira nosso horário de funcionamento, para você aproveitar cada momento com conforto e tranquilidade. 🤍

Programe sua visita e venha curtir!",77,1,7,12,5418,0,97
NS,Instagram,Reel,2026-04-02,"🍫 Se for pra ganhar chocolate… que seja assim!

Envia esse vídeo pra aquela pessoa que precisa entender o que você quer de presente nessa Páscoa. 🐰",67,7,1,22,7412,0,97
NS,Instagram,Reel,2026-04-01,"Atenção que “Super Mario Galaxy: O Filme” já está em cartaz! E a gente já se preparou com o balde pra hoje 🍄🤍

Garanta seu ingresso no site ingresso.com ou na nossa bilheteria.",259,5,7,167,9169,0,438
NS,Instagram,Reel,2026-03-31,"Ainda dá tempo de garantir as compras de Páscoa! Na @kopenhagen_nacoesshopping você encontra muitas opções para presentear quem você ama 🎁🍫

Corre pra cá!",50,4,3,9,5567,0,66
NS,Instagram,Reel,2026-03-31,"👖✨ O jeans perfeito existe e você encontra na C&A!

Modelagens que valorizam, conforto para o dia a dia e aquele estilo versátil que combina com tudo. Escolha o seu favorito!",25,1,0,2,4382,0,28
NS,Instagram,Carrossel,2026-03-30,"🍫🐰🎁 A wish list de Páscoa está pronta!

Selecionamos os queridinhos que são sucesso garantido na hora de presentear, com opções deliciosas para surpreender e deixar a data ainda mais especial.

Agora ",32,0,1,0,4714,0,33
NS,Instagram,Reel,2026-03-30,"Elas são um fenômeno! 

Confira os melhores momentos do musical Heroínas do K-Pop: O Retorno 💜",305,14,10,66,10065,0,395
NS,Instagram,Reel,2026-03-29,"Nossa Caça aos Ovos desse sábado foi um sucesso! Todos os coelhinhos garantiram seus chocolates com nossas lojas participantes para uma Páscoa mais doce 🐰🩷

E quem não conseguiu ir, não fique triste: ",111,7,3,17,7436,0,138
NS,Instagram,Reel,2026-03-29,"☀️🍨 Dia de calor pede… gelato!

Refrescante, cremoso e cheio de sabor, é a escolha perfeita para dar aquela pausa deliciosa no meio do dia. Vem se refrescar e aproveitar cada colherada na @officina.ge",72,4,3,23,8946,0,102
NS,Instagram,Carrossel,2026-03-29,"🎤 É hoje, às 18h, o musical Heroínas do K-pop: O Retorno, que promete encantar com muita música, dança e uma história cheia de atitude e emoção. 💜

Traga a família, chame os amigos e venha viver esse ",296,3,17,130,11359,0,446
NS,Instagram,Reel,2026-03-28,"🌞🌴 Um pedacinho do Rio de Janeiro por aqui…

A Farm traz cor, leveza e aquela energia única que só o RJ tem. Vem sentir esse clima, se inspirar e levar um pouco desse lifestyle para o seu dia a dia.",53,3,0,4,6783,0,60
NS,Instagram,Carrossel,2026-03-27,"Uma coincidência que pode virar história! 🤍

O Nações Shopping está procurando uma criança muito especial: alguém que tenha nascido no dia 16 de abril de 2016, a mesma data da nossa inauguração. Em 20",384,19,5,40,16885,0,448
NS,Instagram,Reel,2026-03-27,"🍫🐰 A Páscoa fica ainda mais doce por aqui!

Na Cacau Show você encontra opções para todos os gostos: dos clássicos aos presentes mais especiais para surpreender quem você ama. Garanta suas compras de ",176,8,3,54,11403,0,241
NS,Instagram,Imagem,2026-03-26,"🍄🎮 Ele está invadindo o Nações!

A pré-venda do filme ‘Super Mario Galaxy’ já está liberada! Prepare-se para viver essa experiência na telona e garantir seu lugar nessa jornada cheia de ação e nostalg",4200,25,86,1064,69671,0,5375
NS,Instagram,Reel,2026-03-25,"✨ Últimos dias do Capivalley Parque!

Aproveite para viver essa experiência cheia de diversão, cores e momentos especiais com a família antes que acabe. 💛

Ainda dá tempo de viver tudo isso, mas corre",49,2,1,13,4532,0,65
NS,Instagram,Reel,2026-03-25,"Cuidado que entende a sua pele. 🤍✨

A ADCOS desenvolve dermocosméticos pensados especialmente para a pele brasileira, unindo tecnologia, ciência e resultados reais para o seu dia a dia.

Cada detalhe ",65,0,0,10,4399,0,75
NS,Instagram,Carrossel,2026-03-24,"📱 Seu próximo iPhone pode estar mais perto do que você imagina.

Confira o passo a passo e participe do sorteio pelo App AJFans. Cada compra pode se transformar em uma nova chance de ganhar.

A cada 1",40,1,1,18,6549,0,60
NS,Instagram,Carrossel,2026-03-24,"🍫 A melhor parte da Páscoa começa na escolha do ovo perfeito!

Preparamos uma seleção especial para todos os gostos, dos clássicos aos mais criativos, para deixar sua celebração ainda mais doce. 🐰

Pa",266,2,10,108,15904,0,386
NS,Instagram,Carrossel,2026-03-23,"RESGATES ENCERRADOS! ❌

🐰 A magia da Páscoa vai tomar conta do shopping!

No dia 28 de março, teremos uma Caça aos Ovos especial para a criançada, com muita diversão, doces e momentos encantadores aqu",326,47,43,491,12328,0,907
NS,Instagram,Reel,2026-03-23,"Nosso musical de Páscoa foi lindo e emocionante! 🤍

Confira os melhores momentos.",72,8,3,11,6668,0,94
NS,Instagram,Reel,2026-03-22,"⚒️ A @lojacassol.criciuma no Mês da Construção: tudo o que você precisa para tirar seus planos do papel, do início ao acabamento.

E o melhor: loja aberta sábado e domingo para te atender quando você ",79,8,1,5,5717,0,93
NS,Instagram,Reel,2026-03-21,"O Brasileiro tá só por esse momento! 🇧🇷⚽️

A camisa oficial já está disponível na @centauroesporte ✅",93,10,3,22,8540,0,128
NS,Instagram,Imagem,2026-03-20,"Imagina ganhar um iPhone 17 Black novinho? 😍 

Então, atenção para as regrinhas desse sorteio exclusivo no App AJFans:

1️⃣ Abra o app AJFans e cadastre suas notas fiscais de 19/03 a 19/04.
2️⃣ A cada",34,5,2,19,2707,0,60
NS,Instagram,Reel,2026-03-19,"Essa sexta é o #FeliciJah 🙃 

Pote de 360ml com todos os adicionais que você tem direito, por somente R$16,99. Não vai perder, né? 😋",65,0,4,24,6207,0,93
NS,Instagram,Imagem,2026-03-19,"O retorno mais esperado vai acontecer! ✨🎤

O musical Heroínas do K-pop: O Retorno promete emocionar com muita música, dança e uma história cheia de atitude e talento. 💜 Uma experiência pra quem ama o ",480,17,54,785,19660,0,1336
NS,Instagram,Carrossel,2026-03-18,"Diversão não tem idade, só precisa ter vontade de aproveitar! 😄

No Nações Shopping, tem opções para crianças, jovens e adultos viverem momentos especiais do jeito que mais gostam. Chame a família, re",156,7,6,24,10753,0,193
NS,Instagram,Reel,2026-03-18,"Elegância que se destaca nos detalhes. 

A @aramisnacoes_oficial traduz o homem contemporâneo com peças que unem sofisticação, conforto e estilo em cada composição.

Para quem valoriza presença, quali",39,11,0,12,3913,0,62
NS,Instagram,Carrossel,2026-03-17,"🐰 Um espetáculo para emocionar e encantar!

A magia da Páscoa ganha vida em um show especial, com música, cores e uma mensagem que aquece o coração. 

Reúna a família, venha viver esse momento e celeb",88,5,2,30,4754,0,125
NS,Instagram,Reel,2026-03-17,"Um mix perfeito para a sua rotina de autocuidado. 🍒✨

Com hidratação na medida certa, um aroma irresistivelmente adocicado e aquele toque de refrescância que faz toda a diferença, a linha #PanvelMilks",62,7,2,11,5134,0,82
NS,Instagram,Reel,2026-03-17,"Domingo vai ser mágico! Traga toda a família e venha assistir esse musical que será especial e inesquecível. 🐰

Esperamos por você!",59,3,4,58,5999,0,124
NS,Instagram,Imagem,2026-03-16,"🐰 Um momento especial para toda a família!

No domingo (22), a praça de alimentação recebe o Musical de Páscoa – Show da Vida, um espetáculo cheio de música, emoção e uma linda mensagem para celebrar ",82,5,9,124,6159,0,220
NS,Instagram,Reel,2026-03-15,"A Páscoa ganha ainda mais encanto nos detalhes. 🐰✨

A @camicado_criciuma preparou uma mesa de Páscoa cheia de charme e delicadeza, com peças que transformam qualquer encontro em um momento ainda mais ",34,4,0,28,6431,0,66
NS,Instagram,Reel,2026-03-14,"Nosso St. Patrick’s Festival com muito rock e chopp verde 🎤🍻🍀

Praça cheia, do jeitinho que a gente gosta! 💚",102,3,2,11,7844,0,118
NS,Instagram,Reel,2026-03-13,"🍀🍻💚 É neste sábado!

O clima do St. Patrick’s Day vai tomar conta do Nações Shopping com muita música, chopp e diversão.

A festa acontece na nossa Praça de Alimentação, com as bandas @vigariojack e @",90,19,0,43,5783,0,152
NS,Instagram,Carrossel,2026-03-11,"Tem coisa boa chegando por aqui… ✨

Algumas marcas já estão preparando seus espaços e, em breve, o Nações Shopping vai ganhar novas opções para você aproveitar ainda mais sua visita.

Fique atento por",1376,61,28,535,31942,0,2000
NS,Instagram,Reel,2026-03-10,"#MilkMooDay: comprou um de 500ml, ganha outro de 300ml do mesmo sabor. Simples assim!

Perfeito para dividir… ou não. 👀

É amanhã! Já combina com a galera e vem!",63,0,1,10,4764,0,74
NS,Instagram,Reel,2026-03-09,"Cadê os fãs da saga? 🙌

Um clássico que marcou gerações está de volta às telonas. A pré-venda de Crepúsculo já começou, e essa é a chance perfeita de reviver toda a emoção no cinema.

🩸✨ Garanta seus ",760,28,22,411,13974,0,1221
NS,Instagram,Carrossel,2026-03-09,"A semana em comemoração ao Dia do Consumidor começa com um combo de vantagens no nosso programa de relacionamento AJFans.

De 09 a 15 de março, tem benefícios exclusivos, cupons e descontos, ingressos",8,0,0,1,2228,0,9
NS,Instagram,Reel,2026-03-08,"Preparamos um lounge especial para celebrar o Dia da Mulher, pensado para acolher, inspirar e conectar. Um ambiente criado para receber mulheres incríveis em momentos de conversa, troca de experiência",45,3,0,2,6519,0,50
NS,Instagram,Reel,2026-03-08,"As capis mais amadas de Criciúma! ❤️

O musical do @capivalleyparque ensinou muito mais que música e diversão, ensinou sobre cuidar do meio ambiente! Fique com os melhores momentos dessa noite.

#naco",80,7,3,19,7387,0,109
NS,Instagram,Reel,2026-03-07,"A tarde está pedindo um café especial! Essa edição limitada de Páscoa já ganhou nosso coração por aqui. 🐰

Venha experimentar!",27,5,1,6,6634,0,39
NS,Instagram,Carrossel,2026-03-06,"Um mês inteiro de experiências esperando por você ✨

Preparamos uma programação especial com eventos para todos os gostos: música, diversão, atividades para a família e momentos para aproveitar cada v",532,6,46,343,26780,0,927
NS,Instagram,Carrossel,2026-03-05,"O clima do St. Patrick’s Day vai tomar conta da noite com muita música, energia e diversão! 💚🎶

No dia 14 de março, teremos banda ao vivo para celebrar essa data cheia de tradição, boas vibrações e mo",89,5,2,82,4332,0,178
NS,Instagram,Reel,2026-03-05,"Olha que convite especial! O musical ‘O Canto da Natureza’ será nesse sábado, às 18h, gratuito na nossa Praça de Alimentação 🤍 Você não pode perder!",185,6,5,159,9560,0,355
NS,Instagram,Reel,2026-03-04,"Dar um presente e montar uma pulseira Pandora é escolher, um a um, os símbolos que representam cada pessoa. 💎

Presenteie com algo que tenha significado de verdade. Não é só uma joia, é uma lembrança ",45,1,2,14,4365,0,62
NS,Instagram,Reel,2026-03-03,"💚 Prepare-se para se encantar com “O canto da natureza”!

O musical das capivaras do @capivalleyparque chega para emocionar toda a família com uma história cheia de música e uma mensagem especial sobr",64,3,4,71,5599,0,142
NS,Instagram,Carrossel,2026-03-02,"Estão oficialmente abertas as inscrições para o concurso Miss Criciúma! 👑

Se você carrega beleza, atitude, propósito e amor pela nossa cidade, essa pode ser a sua oportunidade de representar Criciúma",187,5,12,68,8432,0,272
